Violation Location,ADDRNO,STNAMEPRD,STNAME,LONGITUDE,LATITUDE,ADDRDELIV,pre_abbrev,lookup_address,confidence,geocoder,latitude,longitude,original_address,street_address,Unnamed: 0,Issue Date,License Plate Number,License Plate State,License Plate Type,Violation Code,Violation Description,Unit,Vehicle Make,Fine Level 1 Amount,two_inch,date
356 E 71ST ST,,,,,,,,,0.808,dstk,41.765763,-87.616388,356 E 71ST ST,356 E 71st St,7688,1/1/2014 6:43:00 PM,N759235,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,3,LEXU,60,True,2014-01-01 18:43:00
220 E 71ST ST,,,,,,,,,0.808,dstk,41.765693,-87.619762,220 E 71ST ST,220 E 71st St,7689,1/1/2014 6:45:00 PM,N756082,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,3,CHEV,60,True,2014-01-01 18:45:00
220 E 71ST ST,,,,,,,,,0.808,dstk,41.765693,-87.619762,220 E 71ST ST,220 E 71st St,85099,1/9/2014 7:19:00 PM,P332493,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,DODG,60,True,2014-01-09 19:19:00
216 E 71ST ST,,,,,,,,,0.808,dstk,41.765692,-87.619896,216 E 71ST ST,216 E 71st St,7690,1/1/2014 6:47:00 PM,P332493,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,3,DODG,60,True,2014-01-01 18:47:00
212 E 71TH ST,,,,,,,,,0.808,dstk,41.76569,-87.619947,212 E 71TH ST,212 E 71st St,7691,1/1/2014 6:51:00 PM,235R860,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,3,CHEV,60,True,2014-01-01 18:51:00
212 E 71TH ST,,,,,,,,,0.808,dstk,41.76569,-87.619947,212 E 71TH ST,212 E 71st St,36257,1/5/2014 6:55:00 PM,N756082,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,3,CHEV,60,True,2014-01-05 18:55:00
209 E 71ST ST,,,,,,,,,0.808,dstk,41.765539,-87.619993,209 E 71ST ST,209 E 71st St,7692,1/1/2014 6:54:00 PM,R455224,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,3,HYUN,60,True,2014-01-01 18:54:00
327 E 75TH ST,,,,,,,,,0.808,dstk,41.758294,-87.617266,327 E 75TH ST,327 E 75th St,7705,1/1/2014 7:05:00 PM,L688026,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,3,CHEV,60,True,2014-01-01 19:05:00
219 E 71ST,219,EAST,71ST,-87.6191976,41.7654439,219 EAST 71ST STREET,E,219 E 71ST,,,,,,,7707,1/1/2014 6:47:00 PM,N856349,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,3,CHRY,60,True,2014-01-01 18:47:00
215 E 71ST ST,,,,,,,,,0.808,dstk,41.765541,-87.619917,215 E 71ST ST,215 E 71st St,7708,1/1/2014 6:50:00 PM,X791052,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,3,HOND,60,True,2014-01-01 18:50:00
175 E 71ST ST,,,,,,,,,0.808,dstk,41.765532,-87.620353,175 E 71ST ST,175 E 71st St,7710,1/1/2014 6:57:00 PM,T187484,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,3,TOYT,60,True,2014-01-01 18:57:00
419 E 75TH ST,,,,,,,,,0.808,dstk,41.758346,-87.6145,419 E 75TH ST,419 E 75th St,7711,1/1/2014 7:11:00 PM,N769710,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,3,FORD,60,True,2014-01-01 19:11:00
4724 N FULLERTON,,,,,,,,,0.743,dstk,41.924336,-87.744418,4724 N FULLERTON,4724 W Fullerton Ave,7726,1/1/2014 12:07:00 PM,R128219,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,TOYT,60,True,2014-01-01 12:07:00
4502 W FULLERTON,,,,,,,,,0.763,dstk,41.924409,-87.739041,4502 W FULLERTON,4502 W Fullerton Ave,7727,1/1/2014 12:19:00 PM,JDC1609,PA,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,TOYT,60,True,2014-01-01 12:19:00
4516 W FULLERTON,4516,WEST,FULLERTON,-87.7398403,41.9246707,4516 WEST FULLERTON AVENUE,W,4516 W FULLERTON,,,,,,,7728,1/1/2014 12:23:00 PM,848P752,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,KIA,60,True,2014-01-01 12:23:00
4516 W FULLERTON,4516,WEST,FULLERTON,-87.7398403,41.9246707,4516 WEST FULLERTON AVENUE,W,4516 W FULLERTON,,,,,,,7729,1/1/2014 12:31:00 PM,R416117,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,MAZD,60,True,2014-01-01 12:31:00
4516 W FULLERTON,4516,WEST,FULLERTON,-87.7398403,41.9246707,4516 WEST FULLERTON AVENUE,W,4516 W FULLERTON,,,,,,,7754,1/1/2014 12:26:00 PM,IT9930A,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,LEXU,60,True,2014-01-01 12:26:00
4518 W FULLERTON,4518,WEST,FULLERTON,-87.7399063,41.9246711,4518 WEST FULLERTON AVENUE,W,4518 W FULLERTON,,,,,,,7730,1/1/2014 12:34:00 PM,S834410,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,VOLK,60,True,2014-01-01 12:34:00
4439 W FULLERTON,4439,WEST,FULLERTON,-87.7381386,41.924176,4439 WEST FULLERTON AVENUE,W,4439 W FULLERTON,,,,,,,7731,1/1/2014 12:41:00 PM,N760074,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,DODG,60,True,2014-01-01 12:41:00
4435 W FULLERTON,4435,WEST,FULLERTON,-87.7380166,41.9241753,4435 WEST FULLERTON AVENUE,W,4435 W FULLERTON,,,,,,,7732,1/1/2014 12:45:00 PM,5396984,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,GMC,60,True,2014-01-01 12:45:00
4435 W FULLERTON,4435,WEST,FULLERTON,-87.7380166,41.9241753,4435 WEST FULLERTON AVENUE,W,4435 W FULLERTON,,,,,,,7757,1/1/2014 12:43:00 PM,N289288,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,JEEP,60,True,2014-01-01 12:43:00
1676 N ELSTON,1676,NORTH,ELSTON,-87.6639417,41.912558,1676 NORTH ELSTON AVENUE,N,1676 N ELSTON,,,,,,,7746,1/1/2014 12:18:00 AM,S334326,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,NISS,60,True,2014-01-01 00:18:00
1676 N ELSTON,1676,NORTH,ELSTON,-87.6639417,41.912558,1676 NORTH ELSTON AVENUE,N,1676 N ELSTON,,,,,,,7747,1/1/2014 12:23:00 AM,DT40Y,MI,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,FORD,60,True,2014-01-01 00:23:00
1676 N ELSTON,1676,NORTH,ELSTON,-87.6639417,41.912558,1676 NORTH ELSTON AVENUE,N,1676 N ELSTON,,,,,,,7875,1/1/2014 12:29:00 AM,991P113,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,CHRY,60,True,2014-01-01 00:29:00
1676 N ELSTON,1676,NORTH,ELSTON,-87.6639417,41.912558,1676 NORTH ELSTON AVENUE,N,1676 N ELSTON,,,,,,,8035,1/1/2014 12:12:00 AM,GGK7579,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,CHEV,60,True,2014-01-01 00:12:00
1676 N ELSTON,1676,NORTH,ELSTON,-87.6639417,41.912558,1676 NORTH ELSTON AVENUE,N,1676 N ELSTON,,,,,,,8036,1/1/2014 12:15:00 AM,6513575,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,CHEV,60,True,2014-01-01 00:15:00
1660 N ELSTON,,,,,,,,,0.75,dstk,41.911724,-87.662903,1660 N ELSTON,1660 N Elston Ave,7748,1/1/2014 12:30:00 AM,ZAK188,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,CHEV,60,True,2014-01-01 00:30:00
1656 N ELSTON,,,,,,,,,0.75,dstk,41.911653,-87.662911,1656 N ELSTON,1656 N Elston Ave,7749,1/1/2014 12:33:00 AM,CNK3474,MI,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,DODG,60,True,2014-01-01 00:33:00
1731 N ELSTON,1731,NORTH,ELSTON,-87.663804,41.9144205,1731 NORTH ELSTON AVENUE,N,1731 N ELSTON,,,,,,,7750,1/1/2014 12:38:00 AM,L506278,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,CHEV,60,True,2014-01-01 00:38:00
1731 N ELSTON,1731,NORTH,ELSTON,-87.663804,41.9144205,1731 NORTH ELSTON AVENUE,N,1731 N ELSTON,,,,,,,8037,1/1/2014 12:36:00 AM,R881820,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,KIA,60,True,2014-01-01 00:36:00
4515 W FULLERTON,,,,,,,,,0.763,dstk,41.924254,-87.739338,4515 W FULLERTON,4515 W Fullerton Ave,7752,1/1/2014 12:13:00 PM,486TWE,WI,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,MERC,60,True,2014-01-01 12:13:00
4504 W FULLERTON,,,,,,,,,0.763,dstk,41.924408,-87.739085,4504 W FULLERTON,4504 W Fullerton Ave,7753,1/1/2014 12:20:00 PM,P655456,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,CHRY,60,True,2014-01-01 12:20:00
4526 W FULLERTON,,,,,,,,,0.763,dstk,41.9244,-87.739622,4526 W FULLERTON,4526 W Fullerton Ave,7755,1/1/2014 12:34:00 PM,L769711,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,CHEV,60,True,2014-01-01 12:34:00
4528 W FULLERTON,,,,,,,,,0.763,dstk,41.924399,-87.739666,4528 W FULLERTON,4528 W Fullerton Ave,7756,1/1/2014 12:36:00 PM,X204969,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,BMW,60,True,2014-01-01 12:36:00
4433 W FULLERTON,4433,WEST,FULLERTON,-87.7379556,41.924175,4433 WEST FULLERTON AVENUE,W,4433 W FULLERTON,,,,,,,7758,1/1/2014 12:46:00 PM,N416897,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,FORD,60,True,2014-01-01 12:46:00
4358 W GRAND,,,,,,,,,0.744,dstk,41.909287,-87.734102,4358 W GRAND,4358 W Grand Ave,7812,1/4/2014 4:00:00 AM,P253687,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,HOND,60,True,2014-01-04 04:00:00
3833 W DIVERSEY,,,,,,,,,0.759,dstk,41.931761,-87.723336,3833 W DIVERSEY,3833 W Diversey Ave,7814,1/2/2014 5:47:00 PM,956P967,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,NISS,60,True,2014-01-02 17:47:00
3843 W DIVERSYE,,,,,,,,,0.75,Bing,41.9317949563,-87.7234744281,3843 W DIVERSYE,"3843 W Diversey Ave, Chicago, IL 60647, United States",7815,1/2/2014 5:50:00 PM,R452188,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,FORD,60,True,2014-01-02 17:50:00
3845 W DIVERSEY,,,,,,,,,0.759,dstk,41.931756,-87.72363,3845 W DIVERSEY,3845 W Diversey Ave,7816,1/2/2014 5:52:00 PM,9804085,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,MITS,60,True,2014-01-02 17:52:00
1500 W DIVISION,1500,WEST,DIVISION,-87.665217,41.9036227,1500 WEST DIVISION STREET,W,1500 W DIVISION,,,,,,,7858,1/1/2014 12:45:00 AM,R954439,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,LEXU,60,True,2014-01-01 00:45:00
2546 W DIVISION,2546,WEST,DIVISION,-87.6913426,41.9032022,2546 WEST DIVISION STREET,W,2546 W DIVISION,,,,,,,7859,1/1/2014 1:00:00 AM,9752610,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,TOYT,60,True,2014-01-01 01:00:00
2549 W DIVISION,2549,WEST,DIVISION,-87.6914566,41.902611,2549 WEST DIVISION STREET,W,2549 W DIVISION,,,,,,,7860,1/1/2014 1:01:00 AM,H785463,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,MITS,60,True,2014-01-01 01:01:00
2615 W DIVISION,2615,WEST,DIVISION,-87.6925905,41.9027164,2615 WEST DIVISION STREET,W,2615 W DIVISION,,,,,,,7861,1/1/2014 1:04:00 AM,R134768,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,CHEV,60,True,2014-01-01 01:04:00
2631 W DIVISION,2631,WEST,DIVISION,-87.6932298,41.9026846,2631 WEST DIVISION STREET,W,2631 W DIVISION,,,,,,,7862,1/1/2014 1:06:00 AM,N809821,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,MITS,60,True,2014-01-01 01:06:00
2638 E DIVISION,,,,,,,,,0.75,Bing,41.903259,-87.693519,2638 E DIVISION,"2638 W Division St, Chicago, IL 60622, United States",7863,1/1/2014 1:09:00 AM,P142902,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,MITS,60,True,2014-01-01 01:09:00
2638 W DIVISION,2638,WEST,DIVISION,-87.6935241,41.9032567,2638 WEST DIVISION STREET,W,2638 W DIVISION,,,,,,,7864,1/1/2014 1:13:00 AM,S821502,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,CHEV,60,True,2014-01-01 01:13:00
2640 W DIVISION,2640,WEST,DIVISION,-87.6936122,41.9031893,2640 WEST DIVISION STREET,W,2640 W DIVISION,,,,,,,7865,1/1/2014 1:12:00 AM,R448773,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,FORD,60,True,2014-01-01 01:12:00
2648 W DIVISION,2648,WEST,DIVISION,-87.6938976,41.9032126,2648 WEST DIVISION STREET,W,2648 W DIVISION,,,,,,,7866,1/1/2014 1:14:00 AM,N557932,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,GMC,60,True,2014-01-01 01:14:00
2648 W DIVISION,2648,WEST,DIVISION,-87.6938976,41.9032126,2648 WEST DIVISION STREET,W,2648 W DIVISION,,,,,,,7949,1/1/2014 1:16:00 PM,L307493,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,TOYT,60,True,2014-01-01 13:16:00
2651 W DIVISION,2651,WEST,DIVISION,-87.693966,41.9027121,2651 WEST DIVISION STREET,W,2651 W DIVISION,,,,,,,7868,1/1/2014 1:17:00 AM,R165119,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,FORD,60,True,2014-01-01 01:17:00
2655 W DIVISION,,,,,,,,,0.775,dstk,41.902881,-87.693087,2655 W DIVISION,2655 W Division St,7869,1/1/2014 1:18:00 AM,S118512,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,HYUN,60,True,2014-01-01 01:18:00
2710 W DIVISION,,,,,,,,,0.775,dstk,41.90302,-87.694605,2710 W DIVISION,2710 W Division St,7870,1/1/2014 1:20:00 AM,4803816,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,MAZD,60,True,2014-01-01 01:20:00
2709 W DIVISION,2709,WEST,DIVISION,-87.6948728,41.9026905,2709 WEST DIVISION STREET,W,2709 W DIVISION,,,,,,,7871,1/1/2014 1:22:00 AM,S142235,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,OLDS,60,True,2014-01-01 01:22:00
1721 N ELSTON,1721,NORTH,ELSTON,-87.6640531,41.9137029,1721 NORTH ELSTON AVENUE,N,1721 N ELSTON,,,,,,,7873,1/1/2014 12:05:00 AM,S238067,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,SATR,60,True,2014-01-01 00:05:00
1680 N ELSTON,1680,NORTH,ELSTON,-87.6639936,41.9126054,1680 NORTH ELSTON AVENUE,N,1680 N ELSTON,,,,,,,7874,1/1/2014 12:22:00 AM,S227385,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,CHEV,60,True,2014-01-01 00:22:00
2022 N KEDZIE,2022,NORTH,KEDZIE,-87.7073478,41.9181111,2022 NORTH KEDZIE AVENUE,N,2022 N KEDZIE,,,,,,,7876,1/1/2014 8:24:00 PM,R675498,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,FORD,60,True,2014-01-01 20:24:00
2016 N KEDZIE,2016,NORTH,KEDZIE,-87.7073191,41.9179734,2016 NORTH KEDZIE AVENUE,N,2016 N KEDZIE,,,,,,,7877,1/1/2014 8:26:00 PM,BOD2241,MI,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,FORD,60,True,2014-01-01 20:26:00
2016 N KEDZIE,2016,NORTH,KEDZIE,-87.7073191,41.9179734,2016 NORTH KEDZIE AVENUE,N,2016 N KEDZIE,,,,,,,19475,1/2/2014 4:28:00 PM,P558906,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,TOYT,60,True,2014-01-02 16:28:00
2556 N KIMBALL,2556,NORTH,KIMBALL,-87.7125282,41.9281341,2556 NORTH KIMBALL AVENUE,N,2556 N KIMBALL,,,,,,,7900,1/1/2014 6:00:00 PM,XTX806,MN,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,TOYT,60,True,2014-01-01 18:00:00
2538 N KIMBALL,2538,NORTH,KIMBALL,-87.7125224,41.9276551,2538 NORTH KIMBALL AVENUE,N,2538 N KIMBALL,,,,,,,7901,1/1/2014 6:09:00 PM,5986816,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,MAZD,60,True,2014-01-01 18:09:00
2520 N KIMBALL,,,,,,,,,0.755,dstk,41.927054,-87.712246,2520 N KIMBALL,2520 N Kimball Ave,7902,1/1/2014 6:10:00 PM,386PKT,WI,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,FORD,60,True,2014-01-01 18:10:00
2516 N KIMBALL,,,,,,,,,0.75,Bing,41.9270858765,-87.7125244141,2516 N KIMBALL,"2516 N Kimball Ave, Chicago, IL 60647, United States",7903,1/1/2014 6:14:00 PM,CCOSCU,OH,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,TOYT,60,True,2014-01-01 18:14:00
2448 N KIMBALL,,,,,,,,,0.755,dstk,41.925687,-87.712205,2448 N KIMBALL,2448 N Kimball Ave,7904,1/1/2014 6:18:00 PM,K235770,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,CHEV,60,True,2014-01-01 18:18:00
2438 N KIMBALL,2438,NORTH,KIMBALL,-87.7124395,41.925889,2438 NORTH KIMBALL AVENUE,N,2438 N KIMBALL,,,,,,,7905,1/1/2014 6:20:00 PM,GABYK,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,JEEP,60,True,2014-01-01 18:20:00
2436 N KIMBALL,2436,NORTH,KIMBALL,-87.7124286,41.9257802,2436 NORTH KIMBALL AVENUE,N,2436 N KIMBALL,,,,,,,7906,1/1/2014 6:21:00 PM,MTG52,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,TOYT,60,True,2014-01-01 18:21:00
2436 N KIMBALL,2436,NORTH,KIMBALL,-87.7124286,41.9257802,2436 NORTH KIMBALL AVENUE,N,2436 N KIMBALL,,,,,,,2242581,1/1/2014 6:20:00 PM,S319105,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,FORD,60,True,2014-01-01 18:20:00
2424 N KIMBALL,2424,NORTH,KIMBALL,-87.7124111,41.9254363,2424 NORTH KIMBALL AVENUE,N,2424 N KIMBALL,,,,,,,7907,1/1/2014 6:23:00 PM,P677590,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,TOYT,60,True,2014-01-01 18:23:00
2414 N KIMBALL,2414,NORTH,KIMBALL,-87.7123862,41.925234,2414 NORTH KIMBALL AVENUE,N,2414 N KIMBALL,,,,,,,7908,1/1/2014 6:25:00 PM,K477514,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,CHEV,60,True,2014-01-01 18:25:00
2414 N KIMBALL,2414,NORTH,KIMBALL,-87.7123862,41.925234,2414 NORTH KIMBALL AVENUE,N,2414 N KIMBALL,,,,,,,8010,1/1/2014 6:26:00 PM,R989624,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,VOLK,60,True,2014-01-01 18:26:00
2414 N KIMBALL,2414,NORTH,KIMBALL,-87.7123862,41.925234,2414 NORTH KIMBALL AVENUE,N,2414 N KIMBALL,,,,,,,8011,1/1/2014 6:24:00 PM,L771572,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,TOYT,60,True,2014-01-01 18:24:00
2404 N KIMBALL,,,,,,,,,0.755,dstk,41.924822,-87.712182,2404 N KIMBALL,2404 N Kimball Ave,7909,1/1/2014 6:31:00 PM,1121608,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,FORD,60,True,2014-01-01 18:31:00
2421 N KIMBALL,2421,NORTH,KIMBALL,-87.7118414,41.9254162,2421 NORTH KIMBALL AVENUE,N,2421 N KIMBALL,,,,,,,7910,1/1/2014 7:57:00 PM,L219061,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,JAGU,60,True,2014-01-01 19:57:00
2421 N KIMBALL,2421,NORTH,KIMBALL,-87.7118414,41.9254162,2421 NORTH KIMBALL AVENUE,N,2421 N KIMBALL,,,,,,,8014,1/1/2014 7:57:00 PM,G719885,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,FORD,60,True,2014-01-01 19:57:00
2427 N KIMBALL,2427,NORTH,KIMBALL,-87.7118456,41.9255774,2427 NORTH KIMBALL AVENUE,N,2427 N KIMBALL,,,,,,,7911,1/1/2014 7:59:00 PM,3183132,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,MERC,60,True,2014-01-01 19:59:00
2517 N KIMBALL,2517,NORTH,KIMBALL,-87.7118875,41.9270332,2517 NORTH KIMBALL AVENUE,N,2517 N KIMBALL,,,,,,,7912,1/1/2014 8:02:00 PM,L560903,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,TOYT,60,True,2014-01-01 20:02:00
2523 N KIMBALL,2523,NORTH,KIMBALL,-87.7118951,41.9271994,2523 NORTH KIMBALL AVENUE,N,2523 N KIMBALL,,,,,,,7913,1/1/2014 8:04:00 PM,D544083,OH,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,CHEV,60,True,2014-01-01 20:04:00
2543 N KIMBALL,2543,NORTH,KIMBALL,-87.7119131,41.9278072,2543 NORTH KIMBALL AVENUE,N,2543 N KIMBALL,,,,,,,7914,1/1/2014 8:09:00 PM,A827990,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,FORD,60,True,2014-01-01 20:09:00
2140 N KEDZIE,2140,NORTH,KEDZIE,-87.7081036,41.9203482,2140 NORTH KEDZIE AVENUE,N,2140 N KEDZIE,,,,,,,7915,1/1/2014 8:16:00 PM,N221546,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,PONT,60,True,2014-01-01 20:16:00
2114 N KEDZIE,2114,NORTH,KEDZIE,-87.7080834,41.9197402,2114 NORTH KEDZIE AVENUE,N,2114 N KEDZIE,,,,,,,7916,1/1/2014 8:17:00 PM,6376463,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,MITS,60,True,2014-01-01 20:17:00
2114 N KEDZIE,2114,NORTH,KEDZIE,-87.7080834,41.9197402,2114 NORTH KEDZIE AVENUE,N,2114 N KEDZIE,,,,,,,19594,1/2/2014 4:22:00 PM,N515621,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,14,MITS,60,True,2014-01-02 16:22:00
