Violation Location,ADDRNO,STNAMEPRD,STNAME,LONGITUDE,LATITUDE,ADDRDELIV,pre_abbrev,lookup_address,confidence,geocoder,latitude,longitude,original_address,street_address,Unnamed: 0,Issue Date,License Plate Number,License Plate State,License Plate Type,Violation Code,Violation Description,Unit,Vehicle Make,Fine Level 1 Amount,two_inch,date
6019 N KIMBALL,6019,NORTH,KIMBALL,-87.7136452,41.9909079,6019 NORTH KIMBALL AVENUE,N,6019 N KIMBALL,,,,,,,32890,1/7/2010 12:32:00 PM,3934252,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,TOYT,60,True,2010-01-07 12:32:00
6021 N KIMBALL,,,,,,,,,0.755,dstk,41.990821,-87.713922,6021 N KIMBALL,6021 N Kimball Ave,32891,1/7/2010 12:34:00 PM,K223903,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,DODG,60,True,2010-01-07 12:34:00
6534 W 63RD ST,,,,,,,,,0.808,dstk,41.777697,-87.784959,6534 W 63RD ST,6534 W 63rd St,33377,1/7/2010 11:52:00 PM,2851569,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,GMC,60,True,2010-01-07 23:52:00
6631 W 63RD ST,,,,,,,,,0.808,dstk,41.777583,-87.787373,6631 W 63RD ST,6631 W 63rd St,33378,1/7/2010 11:57:00 PM,3914SW,IL,SPM,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,CHEV,60,True,2010-01-07 23:57:00
6051 W 63RD ST,,,,,,,,,0.808,dstk,41.777758,-87.773004,6051 W 63RD ST,6051 W 63rd St,33379,1/8/2010 12:06:00 AM,9792378,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,LINC,60,True,2010-01-08 00:06:00
5835 W 63RD ST,,,,,,,,,0.808,dstk,41.77785,-87.768202,5835 W 63RD ST,5835 W 63rd St,33380,1/8/2010 2:49:00 AM,A418189,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,NISS,60,True,2010-01-08 02:49:00
1826 N LINCOLN,1826,NORTH,LINCOLN,-87.6353771,41.9156494,1826 NORTH LINCOLN AVENUE,N,1826 N LINCOLN,,,,,,,33640,1/8/2010 4:12:00 AM,DZD2802,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,18,HOND,60,True,2010-01-08 04:12:00
1849 N LINCOLN AVE,,,,,,,,,0.837,dstk,41.915953,-87.635486,1849 N LINCOLN AVE,1849 N Lincoln Ave,33642,1/8/2010 4:22:00 AM,488SJ,IN,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,18,JEEP,60,True,2010-01-08 04:22:00
1909 N LINCOLN AVE,,,,,,,,,0.837,dstk,41.916956,-87.636688,1909 N LINCOLN AVE,1909 N Lincoln Ave,33643,1/8/2010 4:28:00 AM,7010387,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,18,OLDS,60,True,2010-01-08 04:28:00
3243 W LAWRENCE,3243,WEST,LAWRENCE,-87.7101502,41.9681718,3243 WEST LAWRENCE AVENUE,W,3243 W LAWRENCE,,,,,,,34189,1/7/2010 6:37:00 AM,X360611,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,NISS,60,True,2010-01-07 06:37:00
4730 N KIMBALL,4730,NORTH,KIMBALL,-87.7136321,41.9674911,4730 NORTH KIMBALL AVENUE,N,4730 N KIMBALL,,,,,,,34217,1/7/2010 8:12:00 PM,K196045,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,DODG,60,True,2010-01-07 20:12:00
4730 N KIMBALL,4730,NORTH,KIMBALL,-87.7136321,41.9674911,4730 NORTH KIMBALL AVENUE,N,4730 N KIMBALL,,,,,,,34218,1/7/2010 8:22:00 PM,H785083,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,DODG,60,True,2010-01-07 20:22:00
4747 N KIMBALL,,,,,,,,,0.755,dstk,41.967742,-87.713266,4747 N KIMBALL,4747 N Kimball Ave,34219,1/7/2010 8:15:00 PM,X897116,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,HOND,60,True,2010-01-07 20:15:00
4600 N KIMBALL,,,,,,,,,0.755,dstk,41.964707,-87.71325,4600 N KIMBALL,4600 N Kimball Ave,34220,1/7/2010 8:23:00 PM,G137756,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,NISS,60,True,2010-01-07 20:23:00
3214 W LAWRENCE,3214,WEST,LAWRENCE,-87.7091486,41.9687116,3214 WEST LAWRENCE AVENUE,W,3214 W LAWRENCE,,,,,,,34221,1/7/2010 8:37:00 PM,A909736,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,MAZD,60,True,2010-01-07 20:37:00
1620 W 63RD ST,,,,,,,,,0.808,dstk,41.779516,-87.664944,1620 W 63RD ST,1620 W 63rd St,34529,1/7/2010 5:19:00 PM,H569623,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,CADI,60,True,2010-01-07 17:19:00
5921 S DAMEN,5921,SOUTH,DAMEN,-87.6738321,41.7859979,5921 SOUTH DAMEN AVENUE,S,5921 S DAMEN,,,,,,,34530,1/7/2010 5:23:00 PM,H890550,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,MERC,60,True,2010-01-07 17:23:00
5721 S DAMEN,,,,,,,,,0.75,Bing,41.7898283154,-87.6741271466,5721 S DAMEN,"5721 S Damen Ave, Chicago, IL 60636, United States",34531,1/7/2010 5:26:00 PM,JMZ798,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,FORD,60,True,2010-01-07 17:26:00
5718 S DAMEN,5718,SOUTH,DAMEN,-87.674472,41.7896658,5718 SOUTH DAMEN AVENUE,S,5718 S DAMEN,,,,,,,34532,1/7/2010 5:26:00 PM,9262627,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,CHEV,60,True,2010-01-07 17:26:00
5723 S DAMEN,5723,SOUTH,DAMEN,-87.6738793,41.789575,5723 SOUTH DAMEN AVENUE,S,5723 S DAMEN,,,,,,,34533,1/7/2010 5:27:00 PM,A755975,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,MERC,60,True,2010-01-07 17:27:00
5631 S DAMEN,5631,SOUTH,DAMEN,-87.6739646,41.7911513,5631 SOUTH DAMEN AVENUE,S,5631 S DAMEN,,,,,,,34534,1/7/2010 5:30:00 PM,A831448,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,DODG,60,True,2010-01-07 17:30:00
5610 S DAMEN,,,,,,,,,0.75,Bing,41.7917022705,-87.6745910645,5610 S DAMEN,"5610 S Damen Ave, Chicago, IL 60636, United States",34535,1/7/2010 5:31:00 PM,5915915,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,CHEV,60,True,2010-01-07 17:31:00
5609 S DAMEN,5609,SOUTH,DAMEN,-87.6739839,41.7917257,5609 SOUTH DAMEN AVENUE,S,5609 S DAMEN,,,,,,,34536,1/7/2010 5:32:00 PM,A916942,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,CHEV,60,True,2010-01-07 17:32:00
5533 S DAMEN,5533,SOUTH,DAMEN,-87.6739947,41.7925589,5533 SOUTH DAMEN AVENUE,S,5533 S DAMEN,,,,,,,34537,1/7/2010 5:33:00 PM,K186252,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,FORD,60,True,2010-01-07 17:33:00
5523 S DAMEN,,,,,,,,,0.75,Bing,41.7928632349,-87.6742022485,5523 S DAMEN,"5523 S Damen Ave, Chicago, IL 60636, United States",34538,1/7/2010 5:34:00 PM,30636U,IL,TRK,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,CHEV,60,True,2010-01-07 17:34:00
5515 S DAMEN,5515,SOUTH,DAMEN,-87.6739207,41.7930106,5515 SOUTH DAMEN AVENUE,S,5515 S DAMEN,,,,,,,34539,1/7/2010 5:35:00 PM,A852843,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,MERC,60,True,2010-01-07 17:35:00
6310 S ASHLAND,,,,,,,,,0.755,dstk,41.779135,-87.664287,6310 S ASHLAND,6310 S Ashland Ave,34540,1/7/2010 5:42:00 PM,H164001,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,PONT,60,True,2010-01-07 17:42:00
6328 S ASHLAND,,,,,,,,,0.755,dstk,41.778769,-87.664276,6328 S ASHLAND,6328 S Ashland Ave,34541,1/7/2010 5:43:00 PM,4190210,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,BUIC,60,True,2010-01-07 17:43:00
6512 S ASHLAND,6512,SOUTH,ASHLAND,-87.6644249,41.7753646,6512 SOUTH ASHLAND AVENUE,S,6512 S ASHLAND,,,,,,,34542,1/7/2010 5:45:00 PM,9054780,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,DODG,60,True,2010-01-07 17:45:00
6512 S ASHLAND,6512,SOUTH,ASHLAND,-87.6644249,41.7753646,6512 SOUTH ASHLAND AVENUE,S,6512 S ASHLAND,,,,,,,34544,1/7/2010 5:49:00 PM,A851727,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,BUIC,60,True,2010-01-07 17:49:00
6510 S ASHLAND,6510,SOUTH,ASHLAND,-87.6644001,41.7754291,6510 SOUTH ASHLAND AVENUE,S,6510 S ASHLAND,,,,,,,34545,1/7/2010 5:51:00 PM,X832803,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,7,MERC,60,True,2010-01-07 17:51:00
4021 N ELSTON,4021,NORTH,ELSTON,-87.7197385,41.9543795,4021 NORTH ELSTON AVENUE,N,4021 N ELSTON,,,,,,,35167,1/8/2010 1:08:00 AM,7258448,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,NISS,60,True,2010-01-08 01:08:00
4041 N ELSTON,,,,,,,,,0.75,dstk,41.954503,-87.720061,4041 N ELSTON,4041 N Elston Ave,35168,1/8/2010 1:12:00 AM,A178226,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,HOND,60,True,2010-01-08 01:12:00
4207 N ELSTON,4207,NORTH,ELSTON,-87.7245136,41.9576304,4207 NORTH ELSTON AVENUE,N,4207 N ELSTON,,,,,,,35184,1/7/2010 9:26:00 PM,7438903,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,TOYT,60,True,2010-01-07 21:26:00
4211 N ELSTON,4211,NORTH,ELSTON,-87.7245544,41.9578083,4211 NORTH ELSTON AVENUE,N,4211 N ELSTON,,,,,,,35185,1/7/2010 9:29:00 PM,61857SB,IL,TRK,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,FORD,60,True,2010-01-07 21:29:00
4221 N ELSTON,4221,NORTH,ELSTON,-87.7248796,41.9579455,4221 NORTH ELSTON AVENUE,N,4221 N ELSTON,,,,,,,35186,1/7/2010 9:32:00 PM,A138880,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,JEEP,60,True,2010-01-07 21:32:00
1143 W 111TH ST,,,,,,,,,0.873,dstk,41.69218,-87.650576,1143 W 111TH ST,1143 W 111th St,39488,1/7/2010 10:27:00 AM,H415343,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,22,LEXU,60,True,2010-01-07 10:27:00
1134 W 111TH ST,,,,,,,,,0.873,dstk,41.692332,-87.65043,1134 W 111TH ST,1134 W 111th St,39490,1/7/2010 11:00:00 AM,9728088,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,22,NISS,60,True,2010-01-07 11:00:00
1059 E 47TH ST,,,,,,,,,0.808,dstk,41.809527,-87.6005,1059 E 47TH ST,1059 E 47th St,39952,1/7/2010 10:00:00 AM,X469151,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,21,PONT,60,True,2010-01-07 10:00:00
1037 E 47TH ST,,,,,,,,,0.808,dstk,41.809521,-87.600907,1037 E 47TH ST,1037 E 47th St,39953,1/7/2010 10:03:00 AM,562L000,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,21,CHEV,60,True,2010-01-07 10:03:00
1101 E 47TH ST,,,,,,,,,0.808,dstk,41.809614,-87.599265,1101 E 47TH ST,1101 E 47th St,39954,1/7/2010 10:06:00 AM,08435CD,MD,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,21,FORD,60,True,2010-01-07 10:06:00
1115 E 47TH ST,,,,,,,,,0.808,dstk,41.809543,-87.598772,1115 E 47TH ST,1115 E 47th St,39955,1/7/2010 10:11:00 AM,6836941,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,21,FORD,60,True,2010-01-07 10:11:00
1117 E 47TH ST,,,,,,,,,0.808,dstk,41.809544,-87.598719,1117 E 47TH ST,1117 E 47th St,39956,1/7/2010 10:14:00 AM,A128974,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,21,PONT,60,True,2010-01-07 10:14:00
4949 S COTTAGE GROVE,4949,SOUTH,COTTAGE GROVE,-87.6060232,41.8044412,4949 SOUTH COTTAGE GROVE AVENUE,S,4949 S COTTAGE GROVE,,,,,,,40522,1/7/2010 2:36:00 PM,168L347,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,21,OLDS,60,True,2010-01-07 14:36:00
3609 S COTTAGE GROVE,,,,,,,,,0.773,dstk,41.829039,-87.60943,3609 S COTTAGE GROVE,3609 S Cottage Grove Ave,40533,1/7/2010 11:05:00 AM,YY8621,IN,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,21,BUIC,60,True,2010-01-07 11:05:00
3609 S COTTAGE GROVE,,,,,,,,,0.773,dstk,41.829039,-87.60943,3609 S COTTAGE GROVE,3609 S Cottage Grove Ave,40534,1/7/2010 11:05:00 AM,X931181,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,21,NISS,60,True,2010-01-07 11:05:00
5846 N BROADWAY,,,,,,,,,0.775,dstk,41.988109,-87.660277,5846 N BROADWAY,5846 N Broadway St,40569,1/7/2010 11:15:00 PM,1082967,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,20,HOND,60,True,2010-01-07 23:15:00
5840 N BROADWAY,,,,,,,,,0.775,dstk,41.988,-87.660275,5840 N BROADWAY,5840 N Broadway St,40570,1/7/2010 11:16:00 PM,5195815,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,20,CHEV,60,True,2010-01-07 23:16:00
5219 N WESTERN,,,,,,,,,0.755,dstk,41.976422,-87.689096,5219 N WESTERN,5219 N Western Ave,40592,1/8/2010 9:50:00 AM,1660TX,IL,TXI,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,20,MERC,60,True,2010-01-08 09:50:00
5331 N WESTERN,5331,NORTH,WESTERN,-87.688699,41.978685,5331 NORTH WESTERN AVENUE,N,5331 N WESTERN,,,,,,,40593,1/8/2010 9:50:00 AM,487TX,IL,TXI,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,20,FORD,60,True,2010-01-08 09:50:00
