Violation Location,ADDRNO,STNAMEPRD,STNAME,LONGITUDE,LATITUDE,ADDRDELIV,pre_abbrev,lookup_address,confidence,geocoder,latitude,longitude,original_address,street_address,Unnamed: 0,Issue Date,License Plate Number,License Plate State,License Plate Type,Violation Code,Violation Description,Unit,Vehicle Make,Fine Level 1 Amount,two_inch,date
2819 W 71TH ST,,,,,,,,,0.808,dstk,41.76445,-87.693635,2819 W 71TH ST,2819 W 71st St,24366,1/6/2015 1:45:00 AM,221789,IL,HCP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,DODG,60,True,2015-01-06 01:45:00
5328 N MILWAUKEE AVE,,,,,,,,,0.835,dstk,41.977257,-87.769189,5328 N MILWAUKEE AVE,5328 N Milwaukee Ave,24379,1/6/2015 3:05:00 AM,23326TB,IL,TRK,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,16,FORD,60,True,2015-01-06 03:05:00
5720 W 63RD ST,,,,,,,,,0.808,dstk,41.778063,-87.764838,5720 W 63RD ST,5720 W 63rd St,24826,1/6/2015 12:30:00 AM,S223844,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,HOND,60,True,2015-01-06 00:30:00
6118 W 63RD ST,,,,,,,,,0.808,dstk,41.777875,-87.774548,6118 W 63RD ST,6118 W 63rd St,24827,1/6/2015 12:38:00 AM,6842453,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,BUIC,60,True,2015-01-06 00:38:00
6318 W 63RD ST,,,,,,,,,0.711,dstk,41.777631,-87.779439,6318 W 63RD ST,6320 W 63rd St,24828,1/6/2015 12:43:00 AM,V327254,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,CHEV,60,True,2015-01-06 00:43:00
7051 W 63RD ST,,,,,,,,,0.808,dstk,41.777281,-87.797942,7051 W 63RD ST,7051 W 63rd St,24829,1/6/2015 12:49:00 AM,8511382,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,HUDS,60,True,2015-01-06 00:49:00
6925 W 63RD ST,,,,,,,,,0.808,dstk,41.777365,-87.794486,6925 W 63RD ST,6925 W 63rd St,24830,1/6/2015 12:57:00 AM,F993923,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,CHEV,60,True,2015-01-06 00:57:00
6641 W 63RD ST,,,,,,,,,0.808,dstk,41.777505,-87.787481,6641 W 63RD ST,6641 W 63rd St,24831,1/6/2015 1:09:00 AM,S695719,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,JEEP,60,True,2015-01-06 01:09:00
6151 W 63RD ST,,,,,,,,,0.808,dstk,41.777709,-87.775488,6151 W 63RD ST,6151 W 63rd St,24832,1/6/2015 1:15:00 AM,V670934,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,FORD,60,True,2015-01-06 01:15:00
6129 W 63RD ST,,,,,,,,,0.808,dstk,41.777791,-87.775161,6129 W 63RD ST,6129 W 63rd St,24833,1/6/2015 1:21:00 AM,A404270,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,CHEV,60,True,2015-01-06 01:21:00
6049 W 63RD ST,,,,,,,,,0.808,dstk,41.777759,-87.772976,6049 W 63RD ST,6049 W 63rd St,24834,1/6/2015 1:25:00 AM,X654613,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,DODG,60,True,2015-01-06 01:25:00
647 W 119TH ST,,,,,,,,,0.873,dstk,41.677774,-87.638567,647 W 119TH ST,647 W 119th St,24861,1/6/2015 10:45:00 AM,E461519,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,5,PONT,60,True,2015-01-06 10:45:00
647 W 119TH ST,,,,,,,,,0.873,dstk,41.677774,-87.638567,647 W 119TH ST,647 W 119th St,24873,1/6/2015 10:46:00 AM,7373306,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,5,OLDS,60,True,2015-01-06 10:46:00
557 W 119TH ST,,,,,,,,,0.873,dstk,41.677799,-87.636292,557 W 119TH ST,557 W 119th St,24862,1/6/2015 10:46:00 AM,E171125,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,5,FORD,60,True,2015-01-06 10:46:00
557 W 119TH ST,,,,,,,,,0.873,dstk,41.677799,-87.636292,557 W 119TH ST,557 W 119th St,24874,1/6/2015 10:50:00 AM,PULLEM,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,5,LEXU,60,True,2015-01-06 10:50:00
555 W 119TH ST,,,,,,,,,0.873,dstk,41.677799,-87.636265,555 W 119TH ST,555 W 119th St,24863,1/6/2015 10:53:00 AM,R813586,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,5,TOYT,60,True,2015-01-06 10:53:00
555 W 119TH ST,,,,,,,,,0.873,dstk,41.677799,-87.636265,555 W 119TH ST,555 W 119th St,24875,1/6/2015 10:53:00 AM,R723660,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,5,FORD,60,True,2015-01-06 10:53:00
447 W 119TH,,,,,,,,,0.815,dstk,41.677828,-87.633746,447 W 119TH,447 W 119th St,24864,1/6/2015 10:58:00 AM,N601247,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,5,NISS,60,True,2015-01-06 10:58:00
251 W 119TH ST,,,,,,,,,0.873,dstk,41.677879,-87.628985,251 W 119TH ST,251 W 119th St,24865,1/6/2015 11:00:00 AM,L804914,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,5,CHEV,60,True,2015-01-06 11:00:00
31 E 119TH,31,EAST,119TH,-87.62131,41.6769622,31 EAST 119TH PLACE,E,31 E 119TH,,,,,,,24866,1/6/2015 11:05:00 AM,P924243,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,5,DODG,60,True,2015-01-06 11:05:00
31 E 119TH,31,EAST,119TH,-87.6213616,41.67786,31 EAST 119TH STREET,E,31 E 119TH,,,,,,,24866,1/6/2015 11:05:00 AM,P924243,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,5,DODG,60,True,2015-01-06 11:05:00
31 E 119TH,31,EAST,119TH,-87.62131,41.6769622,31 EAST 119TH PLACE,E,31 E 119TH,,,,,,,62937,1/12/2015 11:32:00 AM,S889225,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,5,CHEV,60,True,2015-01-12 11:32:00
31 E 119TH,31,EAST,119TH,-87.6213616,41.67786,31 EAST 119TH STREET,E,31 E 119TH,,,,,,,62937,1/12/2015 11:32:00 AM,S889225,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,5,CHEV,60,True,2015-01-12 11:32:00
105 E 115TH,,,,,,,,,0.815,dstk,41.68527,-87.620713,105 E 115TH,105 E 115th St,24867,1/6/2015 11:23:00 AM,8446062,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,5,HOND,60,True,2015-01-06 11:23:00
446 W 115TH ST,,,,,,,,,0.873,dstk,41.68526,-87.63396,446 W 115TH ST,446 W 115th St,24870,1/6/2015 11:55:00 PM,S831968,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,5,CHEV,60,True,2015-01-06 23:55:00
554 W 119TH ST,,,,,,,,,0.873,dstk,41.677949,-87.636267,554 W 119TH ST,554 W 119th St,24872,1/6/2015 10:42:00 AM,R798609,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,5,CHRY,60,True,2015-01-06 10:42:00
315 W 119TH ST,,,,,,,,,0.873,dstk,41.677864,-87.630374,315 W 119TH ST,315 W 119th St,24877,1/6/2015 11:02:00 AM,6353019,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,5,TOYT,60,True,2015-01-06 11:02:00
233 W 119TH ST,,,,,,,,,0.873,dstk,41.677883,-87.628685,233 W 119TH ST,233 W 119th St,24878,1/6/2015 11:05:00 AM,R977621,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,5,OLDS,60,True,2015-01-06 11:05:00
30 W 119TH,,,,,,,,,0.815,dstk,41.678008,-87.623892,30 W 119TH,30 W 119th St,24879,1/6/2015 11:14:00 AM,S889225,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,5,CHEV,60,True,2015-01-06 11:14:00
1404 S HALSTED ST,,,,,,,,,0.839,dstk,41.863418,-87.646881,1404 S HALSTED ST,1404 S Halsted St,25062,1/6/2015 3:55:00 AM,X605727,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,HOND,60,True,2015-01-06 03:55:00
1406 S HALSTED ST,,,,,,,,,0.839,dstk,41.863348,-87.646879,1406 S HALSTED ST,1406 S Halsted St,25063,1/6/2015 4:11:00 AM,7821732,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,HOND,60,True,2015-01-06 04:11:00
1406 S HALSTED ST,,,,,,,,,0.839,dstk,41.863348,-87.646879,1406 S HALSTED ST,1406 S Halsted St,25064,1/6/2015 4:16:00 AM,8313334,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,SUBA,60,True,2015-01-06 04:16:00
1450 S HALSTED ST,,,,,,,,,0.839,dstk,41.862243,-87.64685,1450 S HALSTED ST,1450 S Halsted St,25065,1/6/2015 4:24:00 AM,1421739,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,FORD,60,True,2015-01-06 04:24:00
1450 S HALSTED ST,,,,,,,,,0.839,dstk,41.862243,-87.64685,1450 S HALSTED ST,1450 S Halsted St,25066,1/6/2015 4:45:00 AM,V873430,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,NISS,60,True,2015-01-06 04:45:00
1450 S HALSTED ST,,,,,,,,,0.839,dstk,41.862243,-87.64685,1450 S HALSTED ST,1450 S Halsted St,25067,1/6/2015 4:52:00 AM,C5689C,TN,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,NISS,60,True,2015-01-06 04:52:00
1456 S HALSTED ST,,,,,,,,,0.839,dstk,41.862183,-87.646848,1456 S HALSTED ST,1456 S Halsted St,25068,1/6/2015 5:00:00 AM,82364L,IL,TRK,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,CHEV,60,True,2015-01-06 05:00:00
1500 S HALSTED ST,,,,,,,,,0.839,dstk,41.861741,-87.64676,1500 S HALSTED ST,1500 S Halsted St,25069,1/6/2015 5:05:00 AM,E369741,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,KIA,60,True,2015-01-06 05:05:00
1500 S HALSTED ST,,,,,,,,,0.839,dstk,41.861741,-87.64676,1500 S HALSTED ST,1500 S Halsted St,25070,1/6/2015 5:08:00 AM,S932176,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,BUIC,60,True,2015-01-06 05:08:00
1500 S HALSTED ST,,,,,,,,,0.839,dstk,41.861741,-87.64676,1500 S HALSTED ST,1500 S Halsted St,25071,1/6/2015 5:15:00 AM,V264428,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,MITS,60,True,2015-01-06 05:15:00
1510 S HALSTED ST,,,,,,,,,0.839,dstk,41.861371,-87.646823,1510 S HALSTED ST,1510 S Halsted St,25072,1/6/2015 5:30:00 AM,R393111,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,FORD,60,True,2015-01-06 05:30:00
4750 N ELSTON,4750,NORTH,ELSTON,-87.7393056,41.9672492,4750 NORTH ELSTON AVENUE,N,4750 N ELSTON,,,,,,,25490,1/6/2015 9:37:00 PM,95348PV,IL,DOM,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,HYUN,60,True,2015-01-06 21:37:00
4654 N ELSTON,4654,NORTH,ELSTON,-87.7367474,41.9655859,4654 NORTH ELSTON AVENUE,N,4654 N ELSTON,,,,,,,25491,1/6/2015 9:41:00 PM,DL6463AH,IL,DLC,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,17,MERZ,60,True,2015-01-06 21:41:00
2945 W 71ST ST,,,,,,,,,0.808,dstk,41.764396,-87.696861,2945 W 71ST ST,2945 W 71st St,25772,1/6/2015 12:45:00 AM,E507181,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,KIA,60,True,2015-01-06 00:45:00
2945 W 71ST ST,,,,,,,,,0.808,dstk,41.764396,-87.696861,2945 W 71ST ST,2945 W 71st St,268367,2/26/2015 3:28:00 AM,1539076,IL,TRK,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,CHEV,60,True,2015-02-26 03:28:00
2941 W 71ST ST,,,,,,,,,0.808,dstk,41.764398,-87.696806,2941 W 71ST ST,2941 W 71st St,25773,1/6/2015 12:46:00 AM,S177039,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,TOYT,60,True,2015-01-06 00:46:00
2941 W 71ST ST,,,,,,,,,0.808,dstk,41.764398,-87.696806,2941 W 71ST ST,2941 W 71st St,164213,2/3/2015 10:22:00 AM,V620810,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,PONT,60,True,2015-02-03 10:22:00
2941 W 71ST ST,,,,,,,,,0.808,dstk,41.764398,-87.696806,2941 W 71ST ST,2941 W 71st St,268368,2/26/2015 3:30:00 AM,5380967,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,TOYT,60,True,2015-02-26 03:30:00
2939 W 71ST ST,,,,,,,,,0.808,dstk,41.764398,-87.696778,2939 W 71ST ST,2939 W 71st St,25774,1/6/2015 12:50:00 AM,5380967,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,TOYT,60,True,2015-01-06 00:50:00
2921 W 71ST ST,,,,,,,,,0.808,dstk,41.764407,-87.696142,2921 W 71ST ST,2921 W 71st St,25775,1/6/2015 12:51:00 AM,L725539,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,MITS,60,True,2015-01-06 00:51:00
2921 W 71ST ST,,,,,,,,,0.808,dstk,41.764407,-87.696142,2921 W 71ST ST,2921 W 71st St,164215,2/3/2015 10:27:00 AM,5697914,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,ACUR,60,True,2015-02-03 10:27:00
2921 W 71ST ST,,,,,,,,,0.808,dstk,41.764407,-87.696142,2921 W 71ST ST,2921 W 71st St,268369,2/24/2015 3:34:00 AM,L616193,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,JEEP,60,True,2015-02-24 03:34:00
2919 W 71ST ST,,,,,,,,,0.808,dstk,41.764409,-87.696082,2919 W 71ST ST,2919 W 71st St,25776,1/6/2015 12:53:00 AM,L616193,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,JEEP,60,True,2015-01-06 00:53:00
2919 W 71ST ST,,,,,,,,,0.808,dstk,41.764409,-87.696082,2919 W 71ST ST,2919 W 71st St,164216,2/3/2015 10:28:00 AM,V315850,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,SUBA,60,True,2015-02-03 10:28:00
2915 W 71ST ST,,,,,,,,,0.808,dstk,41.764412,-87.69596,2915 W 71ST ST,2915 W 71st St,25777,1/6/2015 12:55:00 AM,N154427,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,SUBA,60,True,2015-01-06 00:55:00
2910 W 71ST ST,,,,,,,,,0.808,dstk,41.764568,-87.695729,2910 W 71ST ST,2910 W 71st St,25778,1/6/2015 12:57:00 AM,25494YB,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,FORD,60,True,2015-01-06 00:57:00
1461 S HALSTED,,,,,,,,,0.772,dstk,41.862153,-87.646697,1461 S HALSTED,1461 S Halsted St,26316,1/6/2015 4:01:00 AM,S376035,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,FORD,60,True,2015-01-06 04:01:00
1421 S HALSTED,,,,,,,,,0.772,dstk,41.862929,-87.646793,1421 S HALSTED,1421 S Halsted St,26317,1/6/2015 4:02:00 AM,P745376,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,VOLK,60,True,2015-01-06 04:02:00
1509 S HALSTED,1509,SOUTH,HALSTED,-87.6464828,41.8611295,1509 SOUTH HALSTED STREET,S,1509 S HALSTED,,,,,,,26318,1/4/2015 4:03:00 AM,8608805,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,MAZD,60,True,2015-01-04 04:03:00
1509 S HALSTED,1509,SOUTH,HALSTED,-87.6464828,41.8611295,1509 SOUTH HALSTED STREET,S,1509 S HALSTED,,,,,,,26319,1/6/2015 4:04:00 AM,K439164,IL,HCP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,VOLK,60,True,2015-01-06 04:04:00
1508 S HALSTED,,,,,,,,,0.772,dstk,41.861401,-87.646824,1508 S HALSTED,1508 S Halsted St,26321,1/6/2015 4:20:00 AM,958JGT,FL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,HYUN,60,True,2015-01-06 04:20:00
1103 S STATE ST,,,,,,,,,0.843,dstk,41.869202,-87.627322,1103 S STATE ST,1103 S State St,26829,1/7/2015 3:01:00 AM,2067765,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,1,DODG,60,True,2015-01-07 03:01:00
6306 W 63RD ST,,,,,,,,,0.75,Bing,41.7779769897,-87.7792053223,6306 W 63RD ST,"6306 W 63rd St, Chicago, IL 60638, United States",27124,1/6/2015 12:37:00 AM,R417540,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,HOND,60,True,2015-01-06 00:37:00
6306 W 63RD ST,,,,,,,,,0.75,Bing,41.7779769897,-87.7792053223,6306 W 63RD ST,"6306 W 63rd St, Chicago, IL 60638, United States",27125,1/6/2015 12:37:00 AM,H962631,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,NISS,60,True,2015-01-06 00:37:00
7055 W 63RD ST,,,,,,,,,0.808,dstk,41.77728,-87.797967,7055 W 63RD ST,7055 W 63rd St,27126,1/6/2015 12:47:00 AM,H677301,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,LINC,60,True,2015-01-06 00:47:00
7053 W 63RD ST,,,,,,,,,0.808,dstk,41.77728,-87.797955,7053 W 63RD ST,7053 W 63rd St,27127,1/6/2015 12:47:00 AM,S740128,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,HYUN,60,True,2015-01-06 00:47:00
7011 W 63RD ST,,,,,,,,,0.808,dstk,41.777324,-87.796383,7011 W 63RD ST,7011 W 63rd St,27128,1/6/2015 12:52:00 AM,S994445,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,DODG,60,True,2015-01-06 00:52:00
6927 W 63RD ST,,,,,,,,,0.808,dstk,41.777363,-87.79454,6927 W 63RD ST,6927 W 63rd St,27129,1/6/2015 12:57:00 AM,R860663,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,FORD,60,True,2015-01-06 00:57:00
6817 W 63RD ST,,,,,,,,,0.808,dstk,41.777446,-87.791414,6817 W 63RD ST,6817 W 63rd St,27130,1/6/2015 1:00:00 AM,E293054,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,NISS,60,True,2015-01-06 01:00:00
6613 W 63RD ST,,,,,,,,,0.808,dstk,41.777521,-87.786576,6613 W 63RD ST,6613 W 63rd St,27131,1/6/2015 1:10:00 AM,V326511,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,JEEP,60,True,2015-01-06 01:10:00
6123 W 63RD ST,,,,,,,,,0.808,dstk,41.77772,-87.774714,6123 W 63RD ST,6123 W 63rd St,27132,1/6/2015 1:23:00 AM,V502631,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,DODG,60,True,2015-01-06 01:23:00
6037 W 63RD ST,,,,,,,,,0.808,dstk,41.777763,-87.772743,6037 W 63RD ST,6037 W 63rd St,27133,1/6/2015 1:26:00 AM,K710430,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,NISS,60,True,2015-01-06 01:26:00
6037 W 63RD ST,,,,,,,,,0.808,dstk,41.777763,-87.772743,6037 W 63RD ST,6037 W 63rd St,163538,2/1/2015 8:11:00 AM,K609381,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,NISS,60,True,2015-02-01 08:11:00
6017 W 63RD ST,,,,,,,,,0.808,dstk,41.777773,-87.772076,6017 W 63RD ST,6017 W 63rd St,27134,1/6/2015 1:29:00 AM,S106197,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,MAZD,60,True,2015-01-06 01:29:00
7020 S CALIFORNIA,,,,,,,,,0.766,dstk,41.765984,-87.693139,7020 S CALIFORNIA,7020 S California Ave,27171,1/6/2015 3:10:00 AM,S710020,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,BUIC,60,True,2015-01-06 03:10:00
7036 S CALIFORNIA,,,,,,,,,0.766,dstk,41.765687,-87.693133,7036 S CALIFORNIA,7036 S California Ave,27172,1/6/2015 3:11:00 AM,N660581,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,FORD,60,True,2015-01-06 03:11:00
7036 S CALIFORNIA,,,,,,,,,0.766,dstk,41.765687,-87.693133,7036 S CALIFORNIA,7036 S California Ave,162991,2/3/2015 1:00:00 AM,V617524,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,MAZD,60,True,2015-02-03 01:00:00
7042 S CALIFORNIA,,,,,,,,,0.766,dstk,41.765576,-87.693131,7042 S CALIFORNIA,7042 S California Ave,27173,1/6/2015 3:13:00 AM,N562465,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,DODG,60,True,2015-01-06 03:13:00
7041 S CALIFORNIA,7041,SOUTH,CALIFORNIA,-87.6927742,41.7651531,7041 SOUTH CALIFORNIA AVENUE,S,7041 S CALIFORNIA,,,,,,,27174,1/6/2015 3:17:00 AM,9684993,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,DODG,60,True,2015-01-06 03:17:00
7035 S CALIFORNIA,7035,SOUTH,CALIFORNIA,-87.6927723,41.7653248,7035 SOUTH CALIFORNIA AVENUE,S,7035 S CALIFORNIA,,,,,,,27175,1/6/2015 3:18:00 AM,R927077,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,NISS,60,True,2015-01-06 03:18:00
7024 S CALIFORNIA,,,,,,,,,0.766,dstk,41.76591,-87.693137,7024 S CALIFORNIA,7024 S California Ave,27176,1/6/2015 3:20:00 AM,825R626,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,CADI,60,True,2015-01-06 03:20:00
7017 S CALIFORNIA,7017,SOUTH,CALIFORNIA,-87.6927678,41.765823,7017 SOUTH CALIFORNIA AVENUE,S,7017 S CALIFORNIA,,,,,,,27177,1/6/2015 3:24:00 AM,V643686,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,JEEP,60,True,2015-01-06 03:24:00
7017 S CALIFORNIA,7017,SOUTH,CALIFORNIA,-87.6927678,41.765823,7017 SOUTH CALIFORNIA AVENUE,S,7017 S CALIFORNIA,,,,,,,27178,1/6/2015 3:59:00 AM,L858250,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,TOYT,60,True,2015-01-06 03:59:00
7013 S CALIFORNIA,7013,SOUTH,CALIFORNIA,-87.6927697,41.7659258,7013 SOUTH CALIFORNIA AVENUE,S,7013 S CALIFORNIA,,,,,,,27179,1/6/2015 4:01:00 AM,K753151,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,CHRY,60,True,2015-01-06 04:01:00
8627 S DAMEN AVE,,,,,,,,,0.841,dstk,41.736809,-87.672741,8627 S DAMEN AVE,8627 S Damen Ave,30264,1/5/2015 11:26:00 PM,S865125,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,CADI,60,True,2015-01-05 23:26:00
