Violation Location,ADDRNO,STNAMEPRD,STNAME,LONGITUDE,LATITUDE,ADDRDELIV,pre_abbrev,lookup_address,confidence,geocoder,latitude,longitude,original_address,street_address,Unnamed: 0,Issue Date,License Plate Number,License Plate State,License Plate Type,Violation Code,Violation Description,Unit,Vehicle Make,Fine Level 1 Amount,two_inch,date
7644 S KING DRIVE,,,,,,,,,0.75,Bing,41.755237,-87.615493,7644 S KING DRIVE,"7644 S King Dr, Chicago, IL 60619, United States",70475,1/13/2012 1:44:00 AM,H186742,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,CHRY,60,True,2012-01-13 01:44:00
7648 S KING DRIVE,,,,,,,,,0.75,Bing,41.755153,-87.615493,7648 S KING DRIVE,"7648 S King Dr, Chicago, IL 60619, United States",70476,1/13/2012 1:48:00 AM,K106731,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,DODG,60,True,2012-01-13 01:48:00
7550 S KING DRIVE,,,,,,,,,0.75,Bing,41.7573427409,-87.6151567698,7550 S KING DRIVE,"7550 S King Dr, Chicago, IL 60619, United States",70477,1/13/2012 1:52:00 AM,H813704,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,HYUN,60,True,2012-01-13 01:52:00
7548 S KING DRIVE,,,,,,,,,0.75,Bing,41.756973,-87.615539,7548 S KING DRIVE,"7548 S King Dr, Chicago, IL 60619, United States",70478,1/13/2012 1:58:00 AM,4838160,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,FORD,60,True,2012-01-13 01:58:00
7552 S KING DRIVE,,,,,,,,,0.75,Bing,41.756877,-87.615531,7552 S KING DRIVE,"7552 S King Dr, Chicago, IL 60619, United States",70479,1/13/2012 2:01:00 AM,KZ3400,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,LINC,60,True,2012-01-13 02:01:00
5538 S ARCHER,,,,,,,,,0.75,dstk,41.797987,-87.748074,5538 S ARCHER,5538 S Archer Ave,70902,1/13/2012 1:05:00 AM,H723762,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,CHEV,60,True,2012-01-13 01:05:00
4036 W 55TH ST,,,,,,,,,0.808,dstk,41.793267,-87.72447,4036 W 55TH ST,4036 W 55th St,70903,1/13/2012 1:25:00 AM,K515400,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,FORD,60,True,2012-01-13 01:25:00
4044 W 55TH ST,,,,,,,,,0.808,dstk,41.793266,-87.724639,4044 W 55TH ST,4044 W 55th St,70904,1/13/2012 1:26:00 AM,K917383,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,NISS,60,True,2012-01-13 01:26:00
5223 S KEDZIE,5223,SOUTH,KEDZIE,-87.7034422,41.7982556,5223 SOUTH KEDZIE AVENUE,S,5223 S KEDZIE,,,,,,,70905,1/13/2012 1:40:00 AM,L777431,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,FORD,60,True,2012-01-13 01:40:00
5420 S KEDZIE,,,,,,,,,0.75,dstk,41.7948,-87.703672,5420 S KEDZIE,5420 S Kedzie Ave,70906,1/13/2012 1:42:00 AM,P207278,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,FORD,60,True,2012-01-13 01:42:00
6421 S KEDZIE,6421,SOUTH,KEDZIE,-87.7027861,41.776506,6421 SOUTH KEDZIE AVENUE,S,6421 S KEDZIE,,,,,,,70907,1/13/2012 1:47:00 AM,L643235,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,NISS,60,True,2012-01-13 01:47:00
4734 S PULASKI,,,,,,,,,0.772,dstk,41.806836,-87.723632,4734 S PULASKI,4734 S Pulaski Rd,70908,1/13/2012 2:43:00 AM,3050728,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,DODG,60,True,2012-01-13 02:43:00
4748 S PULASKI,4748,SOUTH,PULASKI,-87.7238521,41.806443,4748 SOUTH PULASKI ROAD,S,4748 S PULASKI,,,,,,,70909,1/13/2012 2:45:00 AM,37196US,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,NISS,60,True,2012-01-13 02:45:00
4816 S PULASKI,,,,,,,,,0.772,dstk,41.805737,-87.723597,4816 S PULASKI,4816 S Pulaski Rd,70910,1/13/2012 2:47:00 AM,H868404,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,NISS,60,True,2012-01-13 02:47:00
4812 S PULASKI,4812,SOUTH,PULASKI,-87.7238069,41.8055713,4812 SOUTH PULASKI ROAD,S,4812 S PULASKI,,,,,,,70911,1/13/2012 2:50:00 AM,G876889,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,FORD,60,True,2012-01-13 02:50:00
4838 S PULASKI,4838,SOUTH,PULASKI,-87.7237813,41.8048831,4838 SOUTH PULASKI ROAD,S,4838 S PULASKI,,,,,,,70912,1/13/2012 2:55:00 AM,9522479,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,HOND,60,True,2012-01-13 02:55:00
4846 S PULASKI,4846,SOUTH,PULASKI,-87.7238747,41.8046785,4846 SOUTH PULASKI ROAD,S,4846 S PULASKI,,,,,,,70913,1/13/2012 2:58:00 AM,L642662,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,SATR,60,True,2012-01-13 02:58:00
4704 W 47TH ST,,,,,,,,,0.808,dstk,41.807725,-87.740833,4704 W 47TH ST,4704 W 47th St,70914,1/13/2012 3:35:00 AM,L416690,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,TOYT,60,True,2012-01-13 03:35:00
4714 W 47TH ST,,,,,,,,,0.808,dstk,41.80772,-87.741199,4714 W 47TH ST,4714 W 47th St,70915,1/13/2012 3:40:00 AM,L179960,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,DODG,60,True,2012-01-13 03:40:00
5749 S COTTAGE GROVE,,,,,,,,,0.773,dstk,41.790441,-87.606061,5749 S COTTAGE GROVE,5749 S Cottage Grove Ave,71092,1/13/2012 1:17:00 AM,A921488,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,21,HOND,60,True,2012-01-13 01:17:00
3440 W 67TH ST,,,,,,,,,0.75,Bing,41.7718505859,-87.7094726562,3440 W 67TH ST,"3440 W 67th St, Chicago, IL 60629, United States",71153,1/12/2012 5:39:00 PM,ADT33,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,FORD,60,True,2012-01-12 17:39:00
3448 W 67TH ST,,,,,,,,,0.75,Bing,41.7718467712,-87.7097320557,3448 W 67TH ST,"3448 W 67th St, Chicago, IL 60629, United States",71155,1/12/2012 5:45:00 PM,A844527,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,NISS,60,True,2012-01-12 17:45:00
3510 W 67TH ST,,,,,,,,,0.75,Bing,41.7715899646,-87.7106105536,3510 W 67TH ST,"3510 W 67th St, Chicago, IL 60629, United States",71156,1/2/2012 5:56:00 PM,K153726,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,HOND,60,True,2012-01-02 17:56:00
3500 W 67TH ST,,,,,,,,,0.75,Bing,41.7718315125,-87.7104034424,3500 W 67TH ST,"3500 W 67th St, Chicago, IL 60629, United States",71157,1/12/2012 5:54:00 PM,9562516,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,CHEV,60,True,2012-01-12 17:54:00
3845 W 67TH ST,,,,,,,,,0.75,Bing,41.771156,-87.719436,3845 W 67TH ST,"3845 W 67th St, Chicago, IL 60629, United States",71158,1/12/2012 9:54:00 PM,7322031,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,CHEV,60,True,2012-01-12 21:54:00
3837 W 67TH ST,,,,,,,,,0.75,Bing,41.77116,-87.719192,3837 W 67TH ST,"3837 W 67th St, Chicago, IL 60629, United States",71159,1/12/2012 9:59:00 PM,L902067,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,FORD,60,True,2012-01-12 21:59:00
3833 W 67TH ST,,,,,,,,,0.75,Bing,41.771163,-87.718955,3833 W 67TH ST,"3833 W 67th St, Chicago, IL 60629, United States",71160,1/2/2012 10:04:00 PM,58512W,IL,TRK,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,GMC,60,True,2012-01-02 22:04:00
3825 W 67TH ST,,,,,,,,,0.75,Bing,41.771167,-87.718711,3825 W 67TH ST,"3825 W 67th St, Chicago, IL 60629, United States",71161,1/12/2012 10:10:00 PM,N218896,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,FORD,60,True,2012-01-12 22:10:00
3821 W 67TH ST,,,,,,,,,0.75,Bing,41.771171,-87.718589,3821 W 67TH ST,"3821 W 67th St, Chicago, IL 60629, United States",71162,1/12/2012 10:12:00 PM,456N260,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,DODG,60,True,2012-01-12 22:12:00
3751 W 67TH ST,,,,,,,,,0.75,Bing,41.7714196444,-87.7164450288,3751 W 67TH ST,"3751 W 67th St, Chicago, IL 60629, United States",71163,1/12/2012 10:20:00 PM,L215606,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,OLDS,60,True,2012-01-12 22:20:00
3711 W 67TH ST,,,,,,,,,0.75,Bing,41.771217,-87.715728,3711 W 67TH ST,"3711 W 67th St, Chicago, IL 60629, United States",71164,1/12/2012 10:29:00 PM,1196571,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,CHEV,60,True,2012-01-12 22:29:00
3637 W 67TH ST,,,,,,,,,0.75,Bing,41.7712364197,-87.7143249512,3637 W 67TH ST,"3637 W 67th St, Chicago, IL 60629, United States",71165,1/12/2012 10:33:00 PM,G325664,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,8,CHEV,60,True,2012-01-12 22:33:00
4202 W WASHINGTON BL,,,,,,,,,0.8,dstk,41.882059,-87.730653,4202 W WASHINGTON BL,4202 W Washington Blvd,71389,1/13/2012 3:19:00 AM,K665938,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,CHRY,60,True,2012-01-13 03:19:00
4204 N WASHINGTON,,,,,,,,,0.71,GoogleV3,41.9755353,-87.8267684,4204 N WASHINGTON,"4204 N Washington St, Chicago, IL 60656, USA",71390,1/13/2012 3:22:00 AM,L449030,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,CHEV,60,True,2012-01-13 03:22:00
4214 W WASHINGTON,,,,,,,,,0.75,Bing,41.8820567429,-87.7310825139,4214 W WASHINGTON,"4214 W Washington Blvd, Chicago, IL 60624, United States",71391,1/13/2012 3:25:00 AM,SGHAMA1,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,CHEV,60,True,2012-01-13 03:25:00
4226 N WASHINGTON,,,,,,,,,0.75,Bing,41.882358,-87.731712,4226 N WASHINGTON,"4226 W Washington Blvd, Chicago, IL 60624, United States",71392,1/13/2012 3:28:00 AM,7542472,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,BUIC,60,True,2012-01-13 03:28:00
4226 W WASHINGTON,4226,WEST,WASHINGTON,-87.7317048,41.8822632,4226 WEST WASHINGTON BOULEVARD,W,4226 W WASHINGTON,,,,,,,71393,1/13/2012 3:30:00 AM,N113815,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,CHEV,60,True,2012-01-13 03:30:00
4230 W WASHINGTON,4230,WEST,WASHINGTON,-87.7318912,41.8822819,4230 WEST WASHINGTON BOULEVARD,W,4230 W WASHINGTON,,,,,,,71394,1/13/2012 3:35:00 AM,G33574,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,KIA,60,True,2012-01-13 03:35:00
4232 W WASHINGTON,,,,,,,,,0.75,Bing,41.8820507079,-87.7314647287,4232 W WASHINGTON,"4232 W Washington Blvd, Chicago, IL 60624, United States",71395,1/13/2012 3:38:00 AM,N328120,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,CHEV,60,True,2012-01-13 03:38:00
2842 W ROOSEVELT,,,,,,,,,0.778,dstk,41.866567,-87.697289,2842 W ROOSEVELT,2842 W Roosevelt Rd,71412,1/13/2012 1:27:00 AM,553N924,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,NISS,60,True,2012-01-13 01:27:00
3408 W ROOSEVELT RD,,,,,,,,,0.836,dstk,41.866421,-87.710692,3408 W ROOSEVELT RD,3408 W Roosevelt Rd,71413,1/13/2012 1:37:00 AM,K526598,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,CHEV,60,True,2012-01-13 01:37:00
3628 W ROOSEVELT,,,,,,,,,0.778,dstk,41.866361,-87.715878,3628 W ROOSEVELT,3628 W Roosevelt Rd,71414,1/13/2012 1:44:00 AM,28268YB,IL,TRK,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,FORD,60,True,2012-01-13 01:44:00
3841 W JACKSON,3841,WEST,JACKSON,-87.7223393,41.8768948,3841 WEST JACKSON BOULEVARD,W,3841 W JACKSON,,,,,,,71415,1/13/2012 1:52:00 AM,X983920,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,MERC,60,True,2012-01-13 01:52:00
3826 W JACKSON BLVD,,,,,,,,,0.836,dstk,41.877213,-87.721545,3826 W JACKSON BLVD,3826 W Jackson Blvd,71416,1/13/2012 1:54:00 PM,T981744,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,FORD,60,True,2012-01-13 13:54:00
3838 W JACKSON BLVD,,,,,,,,,0.836,dstk,41.87721,-87.721736,3838 W JACKSON BLVD,3838 W Jackson Blvd,71417,1/13/2012 1:55:00 PM,N132511,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,LINC,60,True,2012-01-13 13:55:00
3844 W JACKSON BLVD,,,,,,,,,0.836,dstk,41.877208,-87.721831,3844 W JACKSON BLVD,3844 W Jackson Blvd,71418,1/13/2012 1:58:00 AM,6764096,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,BUIC,60,True,2012-01-13 01:58:00
3912 W JACKSON BLVD,,,,,,,,,0.836,dstk,41.877189,-87.723398,3912 W JACKSON BLVD,3912 W Jackson Blvd,71419,1/13/2012 1:59:00 AM,H285958,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,PONT,60,True,2012-01-13 01:59:00
4010 W JACKSON BLVD,,,,,,,,,0.836,dstk,41.877158,-87.725733,4010 W JACKSON BLVD,4010 W Jackson Blvd,71420,1/13/2012 2:02:00 AM,L902968,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,DODG,60,True,2012-01-13 02:02:00
4014 W JACKSON BLVD,,,,,,,,,0.836,dstk,41.877157,-87.725807,4014 W JACKSON BLVD,4014 W Jackson Blvd,71421,1/13/2012 2:04:00 AM,H851902,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,LINC,60,True,2012-01-13 02:04:00
4016 W JACKSON BLVD,,,,,,,,,0.836,dstk,41.877156,-87.725844,4016 W JACKSON BLVD,4016 W Jackson Blvd,71422,1/13/2012 2:07:00 AM,560N854,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,CHEV,60,True,2012-01-13 02:07:00
4037 W JACKSON BLVD,,,,,,,,,0.836,dstk,41.877,-87.72634,4037 W JACKSON BLVD,4037 W Jackson Blvd,71423,1/13/2012 2:10:00 PM,254N360,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,KIA,60,True,2012-01-13 14:10:00
3305 W JACKSON BLVD,,,,,,,,,0.836,dstk,41.877224,-87.708848,3305 W JACKSON BLVD,3305 W Jackson Blvd,71424,1/13/2012 2:14:00 AM,N316584,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,DODG,60,True,2012-01-13 02:14:00
4202 W WASHINGTON,,,,,,,,,0.75,Bing,41.8820614368,-87.7308277041,4202 W WASHINGTON,"4202 W Washington Blvd, Chicago, IL 60624, United States",71425,1/13/2012 3:52:00 AM,K665938,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,CHEV,60,True,2012-01-13 03:52:00
4240 W WASHINGOTN,,,,,,,,,0.75,Bing,41.8823509216,-87.7322616577,4240 W WASHINGOTN,"4240 W Washington Blvd, Chicago, IL 60624, United States",71426,1/13/2012 3:55:00 AM,174N624,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,CHEV,60,True,2012-01-13 03:55:00
4242 W WASHINGTON,,,,,,,,,0.75,Bing,41.8820473552,-87.7316772938,4242 W WASHINGTON,"4242 W Washington Blvd, Chicago, IL 60624, United States",71427,1/13/2012 3:58:00 AM,2383689,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,LEXU,60,True,2012-01-13 03:58:00
4146 W WASHINGONT,,,,,,,,,0.75,Bing,41.8823776245,-87.7299957275,4146 W WASHINGONT,"4146 W Washington Blvd, Chicago, IL 60624, United States",71428,1/13/2012 4:00:00 AM,X676918,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,LINC,60,True,2012-01-13 04:00:00
4244 W WASHINGOTN,,,,,,,,,0.75,Bing,41.8823509216,-87.7323532104,4244 W WASHINGOTN,"4244 W Washington Blvd, Chicago, IL 60624, United States",71429,1/13/2012 4:03:00 AM,JCE,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,11,LINC,60,True,2012-01-13 04:03:00
1736 N LARAMIE,1736,NORTH,LARAMIE,-87.7560323,41.9124521,1736 NORTH LARAMIE AVENUE,N,1736 N LARAMIE,,,,,,,71467,1/13/2012 3:00:00 AM,L304472,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,PONT,60,True,2012-01-13 03:00:00
1736 N LARAMIE,1736,NORTH,LARAMIE,-87.7560323,41.9124521,1736 NORTH LARAMIE AVENUE,N,1736 N LARAMIE,,,,,,,101181,1/21/2012 8:26:00 AM,L304472,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,PONT,60,True,2012-01-21 08:26:00
1737 N LARAMIE,,,,,,,,,0.755,dstk,41.912355,-87.755689,1737 N LARAMIE,1737 N Laramie Ave,71468,1/13/2012 3:05:00 AM,L631810,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,NISS,60,True,2012-01-13 03:05:00
1739 N LARAMIE,,,,,,,,,0.755,dstk,41.912382,-87.755689,1739 N LARAMIE,1739 N Laramie Ave,71469,1/13/2012 3:04:00 AM,L769910,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,DODG,60,True,2012-01-13 03:04:00
17113 N LARAMIE,,,,,,,,,0.71,GoogleV3,41.9295894,-87.7563453,17113 N LARAMIE,"N Laramie Ave, Chicago, IL, USA",71470,1/13/2012 3:08:00 AM,L768315,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,FORD,60,True,2012-01-13 03:08:00
1711 N LARAMIE,,,,,,,,,0.755,dstk,41.911717,-87.755665,1711 N LARAMIE,1711 N Laramie Ave,71471,1/13/2012 3:10:00 AM,59826TB,IL,TRK,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,DODG,60,True,2012-01-13 03:10:00
1707 N LARAMIE,1707,NORTH,LARAMIE,-87.7555703,41.9116424,1707 NORTH LARAMIE AVENUE,N,1707 N LARAMIE,,,,,,,71472,1/13/2012 3:14:00 AM,K548043,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,MERC,60,True,2012-01-13 03:14:00
1638 N LARAMIE,,,,,,,,,0.755,dstk,41.910738,-87.755776,1638 N LARAMIE,1638 N Laramie Ave,71473,1/13/2012 3:19:00 AM,K732631,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,CHEV,60,True,2012-01-13 03:19:00
1634 N LARAMIE,1634,NORTH,LARAMIE,-87.7559599,41.9106296,1634 NORTH LARAMIE AVENUE,N,1634 N LARAMIE,,,,,,,71474,1/13/2012 3:21:00 AM,8072840,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,CHEV,60,True,2012-01-13 03:21:00
1634 N LARAMIE,1634,NORTH,LARAMIE,-87.7559599,41.9106296,1634 NORTH LARAMIE AVENUE,N,1634 N LARAMIE,,,,,,,101182,1/21/2012 8:30:00 AM,6439216,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,CHEV,60,True,2012-01-21 08:30:00
1618 N LARAMIE,1618,NORTH,LARAMIE,-87.7559348,41.9101348,1618 NORTH LARAMIE AVENUE,N,1618 N LARAMIE,,,,,,,71475,1/13/2012 3:27:00 AM,MISSIBU,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,CHEV,60,True,2012-01-13 03:27:00
1618 N LARAMIE,1618,NORTH,LARAMIE,-87.7559348,41.9101348,1618 NORTH LARAMIE AVENUE,N,1618 N LARAMIE,,,,,,,101184,1/21/2012 8:41:00 AM,REVCOEB,IL,TRK,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,CHEV,60,True,2012-01-21 08:41:00
11016 S WESTERN,,,,,,,,,0.755,dstk,41.693401,-87.68128,11016 S WESTERN,11016 S Western Ave,71772,1/13/2012 1:49:00 AM,H134745,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,22,DODG,60,True,2012-01-13 01:49:00
3721 N CLARK,3721,NORTH,CLARK,-87.658052,41.9496046,3721 NORTH CLARK STREET,N,3721 N CLARK,,,,,,,72325,1/13/2012 6:53:00 AM,K992310,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,19,VOLK,60,True,2012-01-13 06:53:00
3337 N CLARK,,,,,,,,,0.75,Bing,41.9427692145,-87.6527801156,3337 N CLARK,"3337 N Clark St, Chicago, IL 60657, United States",72326,1/13/2012 6:57:00 AM,BW7B539,TX,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,19,CHRY,60,True,2012-01-13 06:57:00
3336 N CLARK,3336,NORTH,CLARK,-87.6530917,41.942642,3336 NORTH CLARK STREET,N,3336 N CLARK,,,,,,,72327,1/13/2012 7:03:00 AM,J137794,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,19,VOLK,60,True,2012-01-13 07:03:00
3326 N CLARK,3326,NORTH,CLARK,-87.6529417,41.9423419,3326 NORTH CLARK STREET,N,3326 N CLARK,,,,,,,72328,1/13/2012 7:05:00 AM,L254826,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,19,TOYT,60,True,2012-01-13 07:05:00
3238 N CLARK,3238,NORTH,CLARK,-87.6516754,41.9408287,3238 NORTH CLARK STREET,N,3238 N CLARK,,,,,,,72329,1/13/2012 7:10:00 AM,BYJ6114,MI,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,19,JEEP,60,True,2012-01-13 07:10:00
3220 N CLARK,3220,NORTH,CLARK,-87.6513419,41.940418,3220 NORTH CLARK STREET,N,3220 N CLARK,,,,,,,72330,1/13/2012 7:14:00 AM,N434361,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,19,CHEV,60,True,2012-01-13 07:14:00
3154 N CLARK,3154,NORTH,CLARK,-87.6503423,41.9391592,3154 NORTH CLARK STREET,N,3154 N CLARK,,,,,,,72331,1/13/2012 7:16:00 AM,K660718,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,19,PONT,60,True,2012-01-13 07:16:00
2950 N CLARK,2950,NORTH,CLARK,-87.6477226,41.9360705,2950 NORTH CLARK STREET,N,2950 N CLARK,,,,,,,72332,1/13/2012 7:20:00 AM,A624704,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,19,JEEP,60,True,2012-01-13 07:20:00
