Violation Location,ADDRNO,STNAMEPRD,STNAME,LONGITUDE,LATITUDE,ADDRDELIV,pre_abbrev,lookup_address,confidence,geocoder,latitude,longitude,original_address,street_address,Unnamed: 0,Issue Date,License Plate Number,License Plate State,License Plate Type,Violation Code,Violation Description,Unit,Vehicle Make,Fine Level 1 Amount,two_inch,date
2500 N CANNON DR,,,,,,,,,0.841,dstk,41.931408,-87.637437,2500 N CANNON DR,2500 N Cannon Dr,165307,2/5/2013 7:38:00 AM,H868314,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,145,FORD,60,True,2013-02-05 07:38:00
2500 N LAKE SHORE DR,,,,,,,,,0.835,dstk,41.933439,-87.632144,2500 N LAKE SHORE DR,2500 N Lake Shore Dr,165308,2/5/2013 7:40:00 AM,K686293,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,145,MAZD,60,True,2013-02-05 07:40:00
2600 N CANNON DR,,,,,,,,,0.719,dstk,41.929403,-87.635724,2600 N CANNON DR,2600 N Cannon Dr,165309,2/5/2013 7:43:00 AM,X271564,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,145,TOYT,60,True,2013-02-05 07:43:00
2600 N CANNON DR,,,,,,,,,0.719,dstk,41.929403,-87.635724,2600 N CANNON DR,2600 N Cannon Dr,165310,2/5/2013 7:44:00 AM,MEHI,IL,GRD,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,145,FORD,60,True,2013-02-05 07:44:00
2600 N CANNON DR,,,,,,,,,0.719,dstk,41.929403,-87.635724,2600 N CANNON DR,2600 N Cannon Dr,165311,2/5/2013 7:47:00 AM,N151952,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,145,HOND,60,True,2013-02-05 07:47:00
2600 N CANNON DR,,,,,,,,,0.719,dstk,41.929403,-87.635724,2600 N CANNON DR,2600 N Cannon Dr,165312,2/5/2013 7:49:00 AM,CHE8068,MI,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,145,FORD,60,True,2013-02-05 07:49:00
2600 N CANNON DR,,,,,,,,,0.719,dstk,41.929403,-87.635724,2600 N CANNON DR,2600 N Cannon Dr,165313,2/5/2013 7:51:00 AM,P676613,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,145,CHEV,60,True,2013-02-05 07:51:00
2600 N CANNON DR,,,,,,,,,0.719,dstk,41.929403,-87.635724,2600 N CANNON DR,2600 N Cannon Dr,165314,2/5/2013 7:55:00 AM,L179520,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,145,HOND,60,True,2013-02-05 07:55:00
2600 N CANNON DR,,,,,,,,,0.719,dstk,41.929403,-87.635724,2600 N CANNON DR,2600 N Cannon Dr,165315,2/5/2013 7:56:00 AM,JRE808,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,145,BMW,60,True,2013-02-05 07:56:00
2600 N CANNON DR,,,,,,,,,0.719,dstk,41.929403,-87.635724,2600 N CANNON DR,2600 N Cannon Dr,2317677,2/5/2013 7:54:00 AM,6249874,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,145,CHEV,60,True,2013-02-05 07:54:00
2650 N CANNON DR,,,,,,,,,0.719,dstk,41.930255,-87.636374,2650 N CANNON DR,2650 N Cannon Dr,165324,2/5/2013 7:59:00 AM,203ZGO,IA,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,145,HOND,60,True,2013-02-05 07:59:00
4021 W 16ST,,,,,,,,,0.74,dstk,41.858781,-87.725667,4021 W 16ST,4021 W 16th St,173020,2/2/2013 3:40:00 AM,X211239,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,10,CHEV,60,True,2013-02-02 03:40:00
4051 W 16ST,,,,,,,,,0.74,dstk,41.85877,-87.726506,4051 W 16ST,4051 W 16th St,173021,2/2/2013 3:45:00 AM,TAZSGRL,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,10,FORD,60,True,2013-02-02 03:45:00
4053 W 16ST,,,,,,,,,0.74,dstk,41.858769,-87.726533,4053 W 16ST,4053 W 16th St,173022,2/2/2013 3:47:00 AM,H483861,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,10,DODG,60,True,2013-02-02 03:47:00
4115 W 16TH ST,,,,,,,,,0.808,dstk,41.858751,-87.727912,4115 W 16TH ST,4115 W 16th St,173023,2/2/2013 3:40:00 AM,N649419,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,10,FORD,60,True,2013-02-02 03:40:00
4113 W 16TH ST,,,,,,,,,0.808,dstk,41.858752,-87.727847,4113 W 16TH ST,4113 W 16th St,173024,2/2/2013 3:41:00 AM,929YOS,IA,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,10,FORD,60,True,2013-02-02 03:41:00
4041 W ROOSEVELT,4041,WEST,ROOSEVELT,-87.7269428,41.8659334,4041 WEST ROOSEVELT ROAD,W,4041 W ROOSEVELT,,,,,,,173025,2/2/2013 4:00:00 AM,P264375,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,10,DODG,60,True,2013-02-02 04:00:00
2002 W 18TH ST,,,,,,,,,0.808,dstk,41.857736,-87.676033,2002 W 18TH ST,2002 W 18th St,179108,2/4/2013 8:26:00 AM,N120916,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,HOND,60,True,2013-02-04 08:26:00
2006 W 18TH,,,,,,,,,0.74,dstk,41.856819,-87.676082,2006 W 18TH,2006 W 18th Pl,179109,2/4/2013 8:23:00 AM,87634X,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,CHEV,60,True,2013-02-04 08:23:00
2012 W 18TH,2012,WEST,18TH,-87.6765814,41.8569325,2012 WEST 18TH PLACE,W,2012 W 18TH,,,,,,,179110,2/4/2013 8:30:00 AM,5160776,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,FORD,60,True,2013-02-04 08:30:00
2012 W 18TH,2012,WEST,18TH,-87.676611,41.8578547,2012 WEST 18TH STREET,W,2012 W 18TH,,,,,,,179110,2/4/2013 8:30:00 AM,5160776,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,FORD,60,True,2013-02-04 08:30:00
1732 W 18TH,1732,WEST,18TH,-87.6699488,41.8572031,1732 WEST 18TH PLACE,W,1732 W 18TH,,,,,,,179111,2/4/2013 8:09:00 AM,A297758,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,DODG,60,True,2013-02-04 08:09:00
1732 W 18TH,1732,WEST,18TH,-87.669968,41.8580032,1732 WEST 18TH STREET,W,1732 W 18TH,,,,,,,179111,2/4/2013 8:09:00 AM,A297758,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,DODG,60,True,2013-02-04 08:09:00
1752 W 18TH ST,,,,,,,,,0.808,dstk,41.857811,-87.669956,1752 W 18TH ST,1752 W 18th St,179112,2/4/2013 8:12:00 AM,P194160,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,DODG,60,True,2013-02-04 08:12:00
1810 W 18TH,1810,WEST,18TH,-87.6716269,41.8579746,1810 WEST 18TH STREET,W,1810 W 18TH,,,,,,,179113,2/4/2013 8:14:00 AM,N171722,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,CHEV,60,True,2013-02-04 08:14:00
1818 W 18TH ST,,,,,,,,,0.808,dstk,41.85779,-87.671471,1818 W 18TH ST,1818 W 18th St,179115,2/4/2013 8:17:00 AM,N791066,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,TOYT,60,True,2013-02-04 08:17:00
1822 W 18TH ST,,,,,,,,,0.808,dstk,41.857788,-87.671633,1822 W 18TH ST,1822 W 18th St,179116,2/4/2013 8:18:00 AM,L853423,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,CHEV,60,True,2013-02-04 08:18:00
1844 W 18TH8 ST,,,,,,,,,0.844,dstk,41.857782,-87.672044,1844 W 18TH8 ST,1844 W 18th St,179117,2/4/2013 8:20:00 AM,L719440,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,NISS,60,True,2013-02-04 08:20:00
148 W 18TH,,,,,,,,,0.74,dstk,41.857985,-87.658895,148 W 18TH,148 W 18th St,179118,2/4/2013 8:21:00 AM,L434506,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,NISS,60,True,2013-02-04 08:21:00
1854 W 18TH ST,,,,,,,,,0.808,dstk,41.857779,-87.67223,1854 W 18TH ST,1854 W 18th St,179119,2/4/2013 8:22:00 AM,719BUA,IN,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,PONT,60,True,2013-02-04 08:22:00
1745 W 18TH S8T,,,,,,,,,0.805,dstk,41.857664,-87.669822,1745 W 18TH S8T,1745 W 18th St,179120,2/4/2013 8:11:00 AM,N210179,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,PONT,60,True,2013-02-04 08:11:00
1806 W 18TH ST,,,,,,,,,0.808,dstk,41.857795,-87.671247,1806 W 18TH ST,1806 W 18th St,179121,2/4/2013 8:14:00 AM,P353270,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,SUZI,60,True,2013-02-04 08:14:00
181 W 18TH ST,,,,,,,,,0.808,dstk,41.857686,-87.631516,181 W 18TH ST,181 W 18th St,179122,2/4/2013 8:15:00 AM,N786934,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,HOND,60,True,2013-02-04 08:15:00
1820 W 18TH ST,,,,,,,,,0.808,dstk,41.857789,-87.671596,1820 W 18TH ST,1820 W 18th St,179123,2/4/2013 8:18:00 AM,L454875,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,NISS,60,True,2013-02-04 08:18:00
1828 W 18TH ST,,,,,,,,,0.808,dstk,41.857787,-87.671745,1828 W 18TH ST,1828 W 18th St,179124,2/4/2013 8:19:00 AM,F399104,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,TOYT,60,True,2013-02-04 08:19:00
1846 W 18TH ST,,,,,,,,,0.808,dstk,41.857781,-87.672081,1846 W 18TH ST,1846 W 18th St,179125,2/4/2013 8:21:00 AM,K718261,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,VOLV,60,True,2013-02-04 08:21:00
1852 W 18TH ST,,,,,,,,,0.808,dstk,41.85778,-87.672193,1852 W 18TH ST,1852 W 18th St,179126,2/4/2013 8:22:00 AM,X906682,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,VOLK,60,True,2013-02-04 08:22:00
2146 W 18TH ST,,,,,,,,,0.808,dstk,41.857691,-87.679926,2146 W 18TH ST,2146 W 18th St,179127,2/4/2013 8:51:00 AM,H556239,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,PONT,60,True,2013-02-04 08:51:00
1856 W 18TH ST,,,,,,,,,0.808,dstk,41.857778,-87.672268,1856 W 18TH ST,1856 W 18th St,179128,2/4/2013 8:24:00 AM,P485209,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,KIA,60,True,2013-02-04 08:24:00
2010 W 18TH ST,,,,,,,,,0.808,dstk,41.857734,-87.676182,2010 W 18TH ST,2010 W 18th St,179130,2/4/2013 8:28:00 AM,P410446,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,DODG,60,True,2013-02-04 08:28:00
2018 W 18TH ST,,,,,,,,,0.808,dstk,41.857731,-87.676331,2018 W 18TH ST,2018 W 18th St,179131,2/4/2013 8:33:00 AM,R413418,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,GMC,60,True,2013-02-04 08:33:00
2024 W 18TH ST,,,,,,,,,0.808,dstk,41.85773,-87.676568,2024 W 18TH ST,2024 W 18th St,179132,2/4/2013 8:33:00 AM,4493842,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,FORD,60,True,2013-02-04 08:33:00
2028 W 18TH ST,,,,,,,,,0.808,dstk,41.857728,-87.676642,2028 W 18TH ST,2028 W 18th St,179133,2/4/2013 8:36:00 AM,X686220,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,CHEV,60,True,2013-02-04 08:36:00
2034 W 18TH ST,,,,,,,,,0.808,dstk,41.857727,-87.676754,2034 W 18TH ST,2034 W 18th St,179134,2/4/2013 8:37:00 AM,9619543,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,HYUN,60,True,2013-02-04 08:37:00
2038 W 18TH ST,,,,,,,,,0.808,dstk,41.857725,-87.676829,2038 W 18TH ST,2038 W 18th St,179135,2/4/2013 8:39:00 AM,K112585,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,FORD,60,True,2013-02-04 08:39:00
533 N BROADWAY,,,,,,,,,1.0,OpenCage,41.9963858,-87.6604824,533 N BROADWAY,"North Broadway, Chicago, IL 60660, United States of America",179510,2/2/2013 7:32:00 AM,R393889,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,20,NISS,60,True,2013-02-02 07:32:00
54398 N BROADWAY,,,,,,,,,0.71,GoogleV3,41.9642005,-87.6566714,54398 N BROADWAY,"North Broadway, Chicago, IL, USA",179511,2/2/2013 7:36:00 AM,L636851,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,20,FORD,60,True,2013-02-02 07:36:00
5449 N BROADWAY,5449,NORTH,BROADWAY,-87.6595482,41.9814071,5449 NORTH BROADWAY STREET,N,5449 N BROADWAY,,,,,,,179512,2/2/2013 7:38:00 AM,6580TX,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,20,TOYT,60,True,2013-02-02 07:38:00
5503 N BROADWAY,5503,NORTH,BROADWAY,-87.6597083,41.98201,5503 NORTH BROADWAY STREET,N,5503 N BROADWAY,,,,,,,179513,2/2/2013 7:41:00 AM,908SNE,WI,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,20,HOND,60,True,2013-02-02 07:41:00
5509 N BROADWAY,5509,NORTH,BROADWAY,-87.6597123,41.9821458,5509 NORTH BROADWAY STREET,N,5509 N BROADWAY,,,,,,,179515,2/2/2013 7:46:00 AM,N212218,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,20,CHEV,60,True,2013-02-02 07:46:00
5511 N BROADWAY,5511,NORTH,BROADWAY,-87.6596439,41.9822039,5511 NORTH BROADWAY STREET,N,5511 N BROADWAY,,,,,,,179516,2/2/2013 7:48:00 AM,5906TX,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,20,FORD,60,True,2013-02-02 07:48:00
5448 N BROADWAY,5448,NORTH,BROADWAY,-87.6604187,41.9814612,5448 NORTH BROADWAY STREET,N,5448 N BROADWAY,,,,,,,179517,2/2/2013 7:52:00 AM,2820925,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,20,TOYT,60,True,2013-02-02 07:52:00
5446 N BROADWAY,,,,,,,,,0.775,dstk,41.980826,-87.660062,5446 N BROADWAY,5446 N Broadway St,179518,2/2/2013 7:53:00 AM,A953020,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,20,TOYT,60,True,2013-02-02 07:53:00
5350 N BROADWAY,5350,NORTH,BROADWAY,-87.6603558,41.9796428,5350 NORTH BROADWAY STREET,N,5350 N BROADWAY,,,,,,,179519,2/2/2013 7:55:00 AM,2706TX,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,20,TOYT,60,True,2013-02-02 07:55:00
2014 W 18TH,2014,WEST,18TH,-87.6766989,41.8578287,2014 WEST 18TH STREET,W,2014 W 18TH,,,,,,,179684,2/4/2013 8:31:00 AM,3034205,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,FORD,60,True,2013-02-04 08:31:00
2014 W 18TH,2014,WEST,18TH,-87.6766711,41.8569004,2014 WEST 18TH PLACE,W,2014 W 18TH,,,,,,,179684,2/4/2013 8:31:00 AM,3034205,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,FORD,60,True,2013-02-04 08:31:00
2016 W 18TH,2016,WEST,18TH,-87.6767859,41.8578499,2016 WEST 18TH STREET,W,2016 W 18TH,,,,,,,179685,2/4/2013 8:33:00 AM,R407588,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,LEXU,60,True,2013-02-04 08:33:00
2024 W 18TH,2024,WEST,18TH,-87.677025,41.8569453,2024 WEST 18TH PLACE,W,2024 W 18TH,,,,,,,179686,2/4/2013 8:35:00 AM,N487534,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,TOYT,60,True,2013-02-04 08:35:00
2024 W 18TH,2024,WEST,18TH,-87.6770539,41.8578474,2024 WEST 18TH STREET,W,2024 W 18TH,,,,,,,179686,2/4/2013 8:35:00 AM,N487534,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,TOYT,60,True,2013-02-04 08:35:00
20320 W 18TH,,,,,,,,,0.71,GoogleV3,41.8575972,-87.6809008,20320 W 18TH,"W 18th St, Chicago, IL, USA",179687,2/4/2013 8:37:00 AM,L373932,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,CHEV,60,True,2013-02-04 08:37:00
2034 W 18TH,2034,WEST,18TH,-87.6773825,41.8569498,2034 WEST 18TH PLACE,W,2034 W 18TH,,,,,,,179688,2/4/2013 8:38:00 AM,G299446,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,HOND,60,True,2013-02-04 08:38:00
2034 W 18TH,2034,WEST,18TH,-87.6774027,41.8578384,2034 WEST 18TH STREET,W,2034 W 18TH,,,,,,,179688,2/4/2013 8:38:00 AM,G299446,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,HOND,60,True,2013-02-04 08:38:00
2042 W 18TH ST,,,,,,,,,0.808,dstk,41.857724,-87.676903,2042 W 18TH ST,2042 W 18th St,179689,2/4/2013 8:39:00 AM,X734793,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,GMC,60,True,2013-02-04 08:39:00
2044 W 18TH,,,,,,,,,0.74,dstk,41.856809,-87.676913,2044 W 18TH,2044 W 18th Pl,179690,2/4/2013 8:40:00 AM,N226566,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,JEEP,60,True,2013-02-04 08:40:00
2046 W 18TH,2046,WEST,18TH,-87.6778447,41.8578292,2046 WEST 18TH STREET,W,2046 W 18TH,,,,,,,179691,2/4/2013 8:41:00 AM,K604075,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,TOYT,60,True,2013-02-04 08:41:00
2046 W 18TH,2046,WEST,18TH,-87.6778183,41.8569949,2046 WEST 18TH PLACE,W,2046 W 18TH,,,,,,,179691,2/4/2013 8:41:00 AM,K604075,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,TOYT,60,True,2013-02-04 08:41:00
2048 W 18TH ST,,,,,,,,,0.808,dstk,41.857722,-87.677015,2048 W 18TH ST,2048 W 18th St,179692,2/4/2013 8:42:00 AM,N587156,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,FORD,60,True,2013-02-04 08:42:00
2104 W 18TH,2104,WEST,18TH,-87.6787765,41.8568871,2104 WEST 18TH PLACE,W,2104 W 18TH,,,,,,,179693,2/4/2013 8:43:00 AM,L633023,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,LEXU,60,True,2013-02-04 08:43:00
2106 W 18TH,,,,,,,,,0.74,dstk,41.857705,-87.678628,2106 W 18TH,2106 W 18th St,179694,2/4/2013 8:44:00 AM,G167393,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,HOND,60,True,2013-02-04 08:44:00
2112 W 18TH,2112,WEST,18TH,-87.679069,41.8578225,2112 WEST 18TH STREET,W,2112 W 18TH,,,,,,,179695,2/4/2013 8:44:00 AM,PUMA,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,TOYT,60,True,2013-02-04 08:44:00
2112 W 18TH,2112,WEST,18TH,-87.6790397,41.8569006,2112 WEST 18TH PLACE,W,2112 W 18TH,,,,,,,179695,2/4/2013 8:44:00 AM,PUMA,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,TOYT,60,True,2013-02-04 08:44:00
2014 W 18TH ST,,,,,,,,,0.808,dstk,41.857733,-87.676257,2014 W 18TH ST,2014 W 18th St,179696,2/4/2013 8:45:00 AM,IM2015,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,HOND,60,True,2013-02-04 08:45:00
2016 W 18TH ST,,,,,,,,,0.808,dstk,41.857732,-87.676294,2016 W 18TH ST,2016 W 18th St,179697,2/4/2013 8:46:00 AM,554FWQ,OK,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,DODG,60,True,2013-02-04 08:46:00
2120 W 18TH,2120,WEST,18TH,-87.6793059,41.8569021,2120 WEST 18TH PLACE,W,2120 W 18TH,,,,,,,179698,2/4/2013 8:47:00 AM,1170313,IL,TRK,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,FORD,60,True,2013-02-04 08:47:00
2120 W 18TH,2120,WEST,18TH,-87.6793308,41.8577886,2120 WEST 18TH STREET,W,2120 W 18TH,,,,,,,179698,2/4/2013 8:47:00 AM,1170313,IL,TRK,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,FORD,60,True,2013-02-04 08:47:00
2134 W 18TH ST,,,,,,,,,0.808,dstk,41.857694,-87.679696,2134 W 18TH ST,2134 W 18th St,179699,2/4/2013 8:49:00 AM,393P337,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,FORD,60,True,2013-02-04 08:49:00
2142 W 18TH ST,,,,,,,,,0.808,dstk,41.857692,-87.679808,2142 W 18TH ST,2142 W 18th St,179700,2/4/2013 8:50:00 AM,K818887,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,FORD,60,True,2013-02-04 08:50:00
2150 W 18TH ST,,,,,,,,,0.808,dstk,41.85769,-87.679981,2150 W 18TH ST,2150 W 18th St,179701,2/4/2013 8:08:00 AM,L604597,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,MITS,60,True,2013-02-04 08:08:00
2202 W 18TH ST,,,,,,,,,0.808,dstk,41.857678,-87.680938,2202 W 18TH ST,2202 W 18th St,179702,2/4/2013 8:55:00 AM,6254230,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,GMC,60,True,2013-02-04 08:55:00
2210 W 18TH ST,,,,,,,,,0.808,dstk,41.857676,-87.681086,2210 W 18TH ST,2210 W 18th St,179703,2/4/2013 8:56:00 AM,N553072,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,MERC,60,True,2013-02-04 08:56:00
2218 W 18TH ST,,,,,,,,,0.808,dstk,41.857674,-87.681235,2218 W 18TH ST,2218 W 18th St,179704,2/4/2013 8:58:00 AM,N152589,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,CADI,60,True,2013-02-04 08:58:00
2224 W 18TH ST,,,,,,,,,0.808,dstk,41.857673,-87.68147,2224 W 18TH ST,2224 W 18th St,179705,2/4/2013 9:00:00 AM,N147741,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,CHEV,60,True,2013-02-04 09:00:00
223 W 18TH ST,,,,,,,,,0.808,dstk,41.857689,-87.633317,223 W 18TH ST,223 W 18th St,179706,2/4/2013 9:01:00 AM,H548272,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,GMC,60,True,2013-02-04 09:01:00
2248 W 18TH ST,,,,,,,,,0.808,dstk,41.857666,-87.681915,2248 W 18TH ST,2248 W 18th St,179707,2/4/2013 9:04:00 AM,FOXR,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,12,HOND,60,True,2013-02-04 09:04:00
4517 W FULLERTON,,,,,,,,,0.763,dstk,41.924254,-87.739378,4517 W FULLERTON,4517 W Fullerton Ave,180030,2/2/2013 11:40:00 PM,114787F,IL,TRK,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,25,GMC,60,True,2013-02-02 23:40:00
