Violation Location,ADDRNO,STNAMEPRD,STNAME,LONGITUDE,LATITUDE,ADDRDELIV,pre_abbrev,lookup_address,confidence,geocoder,latitude,longitude,original_address,street_address,Unnamed: 0,Issue Date,License Plate Number,License Plate State,License Plate Type,Violation Code,Violation Description,Unit,Vehicle Make,Fine Level 1 Amount,two_inch,date
5112 W WASHINGTON,5112,WEST,WASHINGTON,-87.7532848,41.8819467,5112 WEST WASHINGTON BOULEVARD,W,5112 W WASHINGTON,,,,,,,70906,1/12/2016 3:18:00 AM,Z651751,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,15,BUIC,60,True,2016-01-12 03:18:00
5124 W WASHINGTON,5124,WEST,WASHINGTON,-87.7535835,41.8821163,5124 WEST WASHINGTON BOULEVARD,W,5124 W WASHINGTON,,,,,,,70907,1/12/2016 3:25:00 AM,LFF374,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,15,FORD,60,True,2016-01-12 03:25:00
5124 W WASHINGTON,5124,WEST,WASHINGTON,-87.7535835,41.8821163,5124 WEST WASHINGTON BOULEVARD,W,5124 W WASHINGTON,,,,,,,70908,1/12/2016 3:26:00 AM,V768715,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,15,CHEV,60,True,2016-01-12 03:26:00
5124 W WASHINGTON,5124,WEST,WASHINGTON,-87.7535835,41.8821163,5124 WEST WASHINGTON BOULEVARD,W,5124 W WASHINGTON,,,,,,,70909,1/12/2016 3:33:00 AM,30296TX,IL,TXI,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,15,DODG,60,True,2016-01-12 03:33:00
7828 S KING DR,,,,,,,,,0.75,Bing,41.7520637512,-87.6154251099,7828 S KING DR,"7828 S King Dr, Chicago, IL 60619, United States",71095,1/12/2016 3:22:00 AM,V134029,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,FORD,60,True,2016-01-12 03:22:00
7746 S KING DR,,,,,,,,,0.75,Bing,41.753387,-87.615455,7746 S KING DR,"7746 S King Dr, Chicago, IL 60619, United States",71096,1/12/2016 3:33:00 AM,E389677,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,CHEV,60,True,2016-01-12 03:33:00
7746 S KING DR,,,,,,,,,0.75,Bing,41.753387,-87.615455,7746 S KING DR,"7746 S King Dr, Chicago, IL 60619, United States",71097,1/12/2016 3:23:00 AM,E393580,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,KIA,60,True,2016-01-12 03:23:00
7748 S KING DR,,,,,,,,,0.75,Bing,41.7533035278,-87.6154556274,7748 S KING DR,"7748 S King Dr, Chicago, IL 60619, United States",71098,1/12/2016 3:26:00 AM,96112FB,IL,TRK,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,FORD,60,True,2016-01-12 03:26:00
7744 S KING DR,,,,,,,,,0.75,Bing,41.7539229244,-87.6150776446,7744 S KING DR,"7744 S King Dr, Chicago, IL 60619, United States",71099,1/12/2016 3:35:00 AM,323785RV,IL,RVM,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,CHEV,60,True,2016-01-12 03:35:00
7734 S KING DR,,,,,,,,,0.75,Bing,41.7537155151,-87.6154632568,7734 S KING DR,"7734 S King Dr, Chicago, IL 60619, United States",71100,1/12/2016 3:37:00 AM,954459,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,FORD,60,True,2016-01-12 03:37:00
7730 S KING DR,,,,,,,,,0.75,Bing,41.753799,-87.615463,7730 S KING DR,"7730 S King Dr, Chicago, IL 60619, United States",71101,1/12/2016 3:38:00 AM,Z471103,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,FORD,60,True,2016-01-12 03:38:00
7710 S KING DR,,,,,,,,,0.75,Bing,41.7543754578,-87.6154785156,7710 S KING DR,"7710 S King Dr, Chicago, IL 60619, United States",71102,1/12/2016 3:40:00 AM,S125043,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,CHEV,60,True,2016-01-12 03:40:00
7703 S KING DR,,,,,,,,,0.75,Bing,41.7545547485,-87.614654541,7703 S KING DR,"7703 S King Dr, Chicago, IL 60619, United States",71103,1/12/2016 3:43:00 AM,E336032,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,CHEV,60,True,2016-01-12 03:43:00
7715 S KING DR,,,,,,,,,0.75,Bing,41.754226,-87.614646,7715 S KING DR,"7715 S King Dr, Chicago, IL 60619, United States",71104,1/12/2016 3:45:00 AM,Y576751,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,DODG,60,True,2016-01-12 03:45:00
7723 S KING DR,,,,,,,,,0.75,Bing,41.7540588379,-87.6146469116,7723 S KING DR,"7723 S King Dr, Chicago, IL 60619, United States",71105,1/12/2016 3:36:00 AM,A901559,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,NISS,60,True,2016-01-12 03:36:00
7725 S KING DR,,,,,,,,,0.75,Bing,41.7539787292,-87.6146392822,7725 S KING DR,"7725 S King Dr, Chicago, IL 60619, United States",71106,1/12/2016 3:59:00 AM,16775PT,IL,PTR,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,CHEV,60,True,2016-01-12 03:59:00
7729 S KING DR,,,,,,,,,0.75,Bing,41.753898,-87.614639,7729 S KING DR,"7729 S King Dr, Chicago, IL 60619, United States",71107,1/12/2016 4:02:00 AM,S901775,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,DODG,60,True,2016-01-12 04:02:00
7733 S KING DR,,,,,,,,,0.75,Bing,41.753814,-87.614639,7733 S KING DR,"7733 S King Dr, Chicago, IL 60619, United States",71108,1/12/2016 4:12:00 AM,E652563,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,FORD,60,True,2016-01-12 04:12:00
7817 S KING DR,,,,,,,,,0.75,Bing,41.7524147034,-87.6146087646,7817 S KING DR,"7817 S King Dr, Chicago, IL 60619, United States",71109,1/12/2016 4:29:00 AM,Z159326,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,FORD,60,True,2016-01-12 04:29:00
7819 S KING DR,,,,,,,,,0.75,Bing,41.752334,-87.614601,7819 S KING DR,"7819 S King Dr, Chicago, IL 60619, United States",71110,1/12/2016 4:29:00 AM,Y992955,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,KIA,60,True,2016-01-12 04:29:00
7841 S KING DR,,,,,,,,,0.75,Bing,41.751724,-87.614585,7841 S KING DR,"7841 S King Dr, Chicago, IL 60619, United States",71111,1/12/2016 4:31:00 AM,H327485,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,FORD,60,True,2016-01-12 04:31:00
7841 S KING DR,,,,,,,,,0.75,Bing,41.751724,-87.614585,7841 S KING DR,"7841 S King Dr, Chicago, IL 60619, United States",71112,1/12/2016 4:33:00 AM,X905190,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,NISS,60,True,2016-01-12 04:33:00
7843 S KING DR,,,,,,,,,0.75,Bing,41.75164,-87.614585,7843 S KING DR,"7843 S King Dr, Chicago, IL 60619, United States",71113,1/12/2016 4:33:00 AM,Z349479,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,CHEV,60,True,2016-01-12 04:33:00
7851 S KING DR,,,,,,,,,0.75,Bing,41.7520272732,-87.6149113476,7851 S KING DR,"7851 S King Dr, Chicago, IL 60619, United States",71114,1/12/2016 4:35:00 AM,6043339,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,FORD,60,True,2016-01-12 04:35:00
7548 S KING DR,,,,,,,,,0.75,Bing,41.7569732666,-87.6155395508,7548 S KING DR,"7548 S King Dr, Chicago, IL 60619, United States",71115,1/12/2016 5:25:00 AM,S771872,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,CHRY,60,True,2016-01-12 05:25:00
7546 S KING DR,,,,,,,,,0.75,Bing,41.757395044,-87.6151581109,7546 S KING DR,"7546 S King Dr, Chicago, IL 60619, United States",71116,1/12/2016 5:26:00 AM,N649201,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,HYUN,60,True,2016-01-12 05:26:00
7540 S KING DR,,,,,,,,,0.75,Bing,41.75716,-87.615539,7540 S KING DR,"7540 S King Dr, Chicago, IL 60619, United States",71117,1/12/2016 5:27:00 AM,Z638846,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,DODG,60,True,2016-01-12 05:27:00
7533 S KING DR,,,,,,,,,0.75,Bing,41.757396,-87.614723,7533 S KING DR,"7533 S King Dr, Chicago, IL 60619, United States",71118,1/12/2016 5:27:00 AM,Y739781,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,CHEV,60,True,2016-01-12 05:27:00
7547 S KING DR,,,,,,,,,0.75,Bing,41.7573963851,-87.6150374115,7547 S KING DR,"7547 S King Dr, Chicago, IL 60619, United States",71119,1/12/2016 5:29:00 AM,1825249,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,OLDS,60,True,2016-01-12 05:29:00
750 E 79TH ST,,,,,,,,,0.808,dstk,41.751344,-87.606048,750 E 79TH ST,750 E 79th St,71149,1/11/2016 11:21:00 PM,E356267,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,TOYT,60,True,2016-01-11 23:21:00
8239 S COTTAGE,,,,,,,,,0.71,GoogleV3,41.74462,-87.604638,8239 S COTTAGE,"8239 S Cottage Grove Ave, Chicago, IL 60619, USA",71150,1/11/2016 11:40:00 PM,V914579,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,LEXU,60,True,2016-01-11 23:40:00
8938 S COTTAGE,,,,,,,,,0.71,GoogleV3,41.731772,-87.605118,8938 S COTTAGE,"8938 S Cottage Grove Ave, Chicago, IL 60619, USA",71151,1/11/2016 11:48:00 PM,535S844,IL,TMP,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,JAGU,60,True,2016-01-11 23:48:00
9240 S COTTAGE,,,,,,,,,0.71,GoogleV3,41.726264,-87.604985,9240 S COTTAGE,"9240 S Cottage Grove Ave, Chicago, IL 60619, USA",71152,1/11/2016 11:54:00 AM,V605597,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,CADI,60,True,2016-01-11 11:54:00
9433 S KING DR,,,,,,,,,0.75,Bing,41.7230781913,-87.6141120493,9433 S KING DR,"9433 S King Dr, Chicago, IL 60619, United States",71153,1/11/2016 11:58:00 AM,Z442426,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,AUDI,60,True,2016-01-11 11:58:00
9429 S KING DRIVE,,,,,,,,,0.75,Bing,41.722854,-87.613822,9429 S KING DRIVE,"9429 S King Dr, Chicago, IL 60619, United States",71154,1/12/2016 12:01:00 AM,X385157,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,SUBA,60,True,2016-01-12 00:01:00
9345 S KING DRIVE,,,,,,,,,0.75,Bing,41.724258,-87.613853,9345 S KING DRIVE,"9345 S King Dr, Chicago, IL 60619, United States",71155,1/12/2016 12:07:00 AM,7694004,IL,PAS,964070,SNOW ROUTE: 2'' OF SNOW OR MORE,6,HOND,60,True,2016-01-12 00:07:00
