Violation Street Number,Violation Street Direction,Violation Street Name,Violation Description,Violation Date,Violation Time,Issuing Agency,Month,Date,Year,Latitude,Longitude
29**,W,ADDISON,10-8-180    Snow and ice removal.,1/8/2014,8:00 AM,Transportation,1/1/1900,8,2014,41.946928,-87.700684
55**,W,DIVISION,10-8-180    Snow and ice removal.,1/9/2014,10:11 AM,Transportation,1/1/1900,9,2014,41.902409,-87.764089
11**,N,CENTRAL,10-8-180    Snow and ice removal.,1/9/2014,9:43 AM,Transportation,1/1/1900,9,2014,41.9004477,-87.7659139
53**,W,DIVISION,10-8-180    Snow and ice removal.,1/9/2014,10:43 AM,Transportation,1/1/1900,9,2014,41.902472,-87.758483
47**,W,DIVISION,10-8-180    Snow and ice removal.,1/9/2014,2:31 AM,Transportation,1/1/1900,9,2014,41.903276,-87.7441835
46**,W,DIVISION,10-8-180    Snow and ice removal.,1/9/2014,2:47 AM,Transportation,1/1/1900,9,2014,41.9033065,-87.7423743
11**,N,LARAMIE,10-8-180    Snow and ice removal.,1/9/2014,11:59 AM,Transportation,1/1/1900,9,2014,41.9004249,-87.7557276
12**,N,CENTRAL,10-8-180    Snow and ice removal.,1/9/2014,9:10 AM,Transportation,1/1/1900,9,2014,41.9021451,-87.7656487
11**,N,LEAMINGTON,10-8-180    Snow and ice removal.,1/9/2014,12:30 PM,Transportation,1/1/1900,9,2014,41.90057,-87.7548086
52**,W,DIVISION,10-8-180    Snow and ice removal.,1/9/2014,11:44 AM,Transportation,1/1/1900,9,2014,41.9023805,-87.7559816
52**,W,DIVISION,10-8-180    Snow and ice removal.,1/9/2014,11:20 AM,Transportation,1/1/1900,9,2014,41.9023805,-87.7559816
107**,S,PULASKI,10-8-180    Snow and ice removal.,1/9/2014,10:25 AM,Transportation,1/1/1900,9,2014,41.6983933,-87.7206916
110**,S,KEDZIE,10-8-180    Snow and ice removal.,1/9/2014,9:45 AM,Transportation,1/1/1900,9,2014,41.6933915,-87.7008881
110**,S,KEDZIE,10-8-180    Snow and ice removal.,1/9/2014,8:15 AM,Transportation,1/1/1900,9,2014,41.6933915,-87.7008881
31**,W,111TH,10-8-180    Snow and ice removal.,1/9/2014,8:15 AM,Transportation,1/1/1900,9,2014,41.691857,-87.698571
110**,S,KEDZIE,10-8-180    Snow and ice removal.,1/9/2014,8:50 AM,Transportation,1/1/1900,9,2014,41.6933915,-87.7008881
110**,S,KEDZIE,10-8-180    Snow and ice removal.,1/9/2014,9:15 AM,Transportation,1/1/1900,9,2014,41.6933915,-87.7008881
110**,S,KEDZIE,10-8-180    Snow and ice removal.,1/9/2014,9:15 AM,Transportation,1/1/1900,9,2014,41.6933915,-87.7008881
59**,W,FULLERTON,10-8-180    Snow and ice removal.,1/9/2014,8:10 AM,Transportation,1/1/1900,9,2014,41.924144,-87.773506
24**,N,AUSTIN,10-8-180    Snow and ice removal.,1/9/2014,8:15 AM,Transportation,1/1/1900,9,2014,41.9238749,-87.7757097
58**,W,GRAND,10-8-180    Snow and ice removal.,1/9/2014,8:35 AM,Transportation,1/1/1900,9,2014,41.9199052,-87.7709188
69**,W,63RD,10-8-180    Snow and ice removal.,1/9/2014,2:47 AM,Transportation,1/1/1900,9,2014,41.7779214,-87.7944469
49**,W,63RD,10-8-180    Snow and ice removal.,1/9/2014,12:58 PM,Transportation,1/1/1900,9,2014,41.7783829,-87.7445557
20**,E,95TH,10-8-180    Snow and ice removal.,1/9/2014,12:55 PM,Transportation,1/1/1900,9,2014,41.72308,-87.5757689
19**,E,95TH,10-8-180    Snow and ice removal.,1/9/2014,12:50 PM,Transportation,1/1/1900,9,2014,41.7229292,-87.5772018
56**,W,ROOSEVELT,10-8-180    Snow and ice removal.,1/9/2014,9:15 AM,Transportation,1/1/1900,9,2014,41.865599,-87.7643077
56**,W,FILLMORE,10-8-180    Snow and ice removal.,1/9/2014,9:10 AM,Transportation,1/1/1900,9,2014,41.8674361,-87.7643416
**,S,LONGWOOD,10-8-180    Snow and ice removal.,1/9/2014,12:30 PM,Transportation,1/1/1900,9,2014,41.7056144,-87.6708679
**,S,PULASKI,10-8-180    Snow and ice removal.,1/9/2014,10:25 AM,Transportation,1/1/1900,9,2014,41.8803254,-87.7259134
60**,S,ARCHER,10-8-180    Snow and ice removal.,1/9/2014,1:10 AM,Transportation,1/1/1900,9,2014,41.7953771,-87.7666047
47**,S,ARCHER,10-8-180    Snow and ice removal.,1/9/2014,9:26 AM,Transportation,1/1/1900,9,2014,41.8079907,-87.7142109
60**,S,ARCHER,10-8-180    Snow and ice removal.,1/9/2014,12:47 PM,Transportation,1/1/1900,9,2014,41.7953771,-87.7666047
61**,S,ARCHER,10-8-180    Snow and ice removal.,1/9/2014,11:34 AM,Transportation,1/1/1900,9,2014,41.7945345,-87.7703513
70**,W,ARCHER,10-8-180    Snow and ice removal.,1/9/2014,10:57 AM,Transportation,1/1/1900,9,2014,41.7922884,-87.7966242
69**,W,ARCHER,10-8-180    Snow and ice removal.,1/9/2014,10:43 AM,Transportation,1/1/1900,9,2014,41.7921509,-87.7940183
69**,W,ARCHER,10-8-180    Snow and ice removal.,1/9/2014,11:02 AM,Transportation,1/1/1900,9,2014,41.7921509,-87.7940183
71**,W,ARCHER,10-8-180    Snow and ice removal.,1/9/2014,10:22 AM,Transportation,1/1/1900,9,2014,41.7923902,-87.7991922
72**,S,STONEY ISLAND,10-8-180    Snow and ice removal.,1/9/2014,10:18 AM,Transportation,1/1/1900,9,2014,41.764041,-87.586697
72**,S,STONY ISLAND,10-8-180    Snow and ice removal.,1/9/2014,11:11 AM,Transportation,1/1/1900,9,2014,41.764041,-87.586697
65**,N,CLARK,10-8-180    Snow and ice removal.,1/9/2014,11:20 AM,Transportation,1/1/1900,9,2014,41.999983,-87.6716514
60**,N,PULASKI,10-8-180    Snow and ice removal.,1/9/2014,9:50 AM,Transportation,1/1/1900,9,2014,41.9901849,-87.7286199
28**,W,TOUHY,10-8-180    Snow and ice removal.,1/9/2014,12:50 PM,Transportation,1/1/1900,9,2014,42.0122011,-87.6998864
67**,N,WESTERN,10-8-180    Snow and ice removal.,1/9/2014,3:27 AM,Transportation,1/1/1900,9,2014,42.0036854,-87.6905434
1**,W,ILLINOIS,10-8-180    Snow and ice removal.,1/9/2014,12:50 PM,Transportation,1/1/1900,9,2014,41.8908374,-87.6310979
4**,N,LASALLE,10-8-180    Snow and ice removal.,1/9/2014,12:46 PM,Transportation,1/1/1900,9,2014,41.8897025,-87.6330144
3**,W,VAN BUREN,10-8-180    Snow and ice removal.,1/9/2014,11:56 AM,Transportation,1/1/1900,9,2014,41.8762414,-87.6356812
4**,S,DEARBORN,10-8-180    Snow and ice removal.,1/9/2014,10:54 AM,Transportation,1/1/1900,9,2014,41.8767438,-87.6294606
3**,S,DEARBORN,10-8-180    Snow and ice removal.,1/9/2014,11:51 AM,Transportation,1/1/1900,9,2014,41.878156,-87.6293093
1**,N,WABASH,10-8-180    Snow and ice removal.,1/9/2014,11:25 AM,Transportation,1/1/1900,9,2014,41.88386,-87.626352
110**,S,KEDZIE,10-8-180    Snow and ice removal.,1/9/2014,8:40 AM,Transportation,1/1/1900,9,2014,41.6933915,-87.7008881
2**,S,KEDZIE,10-8-180    Snow and ice removal.,1/9/2014,8:40 AM,Transportation,1/1/1900,9,2014,41.8783619,-87.7060415
75**,S,STONY ISLAND,10-8-180    Snow and ice removal.,1/9/2014,2:58 AM,Transportation,1/1/1900,9,2014,41.7556342,-87.5855953
36**,N,WESTERN,10-8-180    Snow and ice removal.,1/9/2014,3:50 AM,Transportation,1/1/1900,9,2014,41.9468615,-87.6885182
56**,W,DIVERSEY,10-8-180    Snow and ice removal.,1/9/2014,10:00 AM,Transportation,1/1/1900,9,2014,41.9312712,-87.7662482
24**,N,LARAMIE,10-8-180    Snow and ice removal.,1/9/2014,11:30 AM,Transportation,1/1/1900,9,2014,41.9241642,-87.7561377
55**,W,DIVERSEY,10-8-180    Snow and ice removal.,1/9/2014,12:15 PM,Transportation,1/1/1900,9,2014,41.9313031,-87.7637989
55**,W,DIVERSEY,10-8-180    Snow and ice removal.,1/9/2014,9:10 AM,Transportation,1/1/1900,9,2014,41.9313031,-87.7637989
28**,N,CENTRAL,10-8-180    Snow and ice removal.,1/9/2014,8:10 AM,Transportation,1/1/1900,9,2014,41.9312712,-87.7662482
22**,N,WASHTENAW,10-8-180    Snow and ice removal.,1/9/2014,3:00 AM,Transportation,1/1/1900,9,2014,41.9218193,-87.6955383
28**,N,CENTRAL,10-8-180    Snow and ice removal.,1/9/2014,8:45 AM,Transportation,1/1/1900,9,2014,41.9312712,-87.7662482
44**,W,LAWRENCE,10-8-180    Snow and ice removal.,1/9/2014,8:40 AM,Transportation,1/1/1900,9,2014,41.9683065,-87.7381078
48**,N,KEDZIE,10-8-180    Snow and ice removal.,1/9/2014,11:55 AM,Transportation,1/1/1900,9,2014,41.9685735,-87.7085259
50**,N,PULASKI,10-8-180    Snow and ice removal.,1/9/2014,10:00 AM,Transportation,1/1/1900,9,2014,41.9718807,-87.7281253
28**,W,IRVING PARK,10-8-180    Snow and ice removal.,1/9/2014,12:00 PM,Transportation,1/1/1900,9,2014,41.9543246,-87.6986796
27**,W,PETERSON,10-8-180    Snow and ice removal.,1/9/2014,9:25 AM,Transportation,1/1/1900,9,2014,41.9906755,-87.6971327
37**,W,LAWRENCE,10-8-180    Snow and ice removal.,1/9/2014,9:50 AM,Transportation,1/1/1900,9,2014,41.9685139,-87.7208336
35**,W,LAWRENCE,10-8-180    Snow and ice removal.,1/9/2014,11:30 AM,Transportation,1/1/1900,9,2014,41.9685639,-87.7161659
26**,W,PETERSON,10-8-180    Snow and ice removal.,1/9/2014,10:10 AM,Transportation,1/1/1900,9,2014,41.9907058,-87.6947714
59**,N,WESTERN,10-8-180    Snow and ice removal.,1/9/2014,10:57 AM,Transportation,1/1/1900,9,2014,41.9886332,-87.689674
63**,N,BROADWAY,10-8-180    Snow and ice removal.,1/9/2014,12:27 PM,Transportation,1/1/1900,9,2014,41.9965243,-87.6608671
62**,N,CLARK,10-8-180    Snow and ice removal.,1/9/2014,1:00 AM,Transportation,1/1/1900,9,2014,41.9947599,-87.6704716
40**,N,CLARK,10-8-180    Snow and ice removal.,1/9/2014,2:30 AM,Transportation,1/1/1900,9,2014,41.9545977,-87.6627557
13**,W,IRVING,10-8-180    Snow and ice removal.,1/9/2014,3:00 AM,Transportation,1/1/1900,9,2014,41.954609,-87.662828
63**,W,FOSTER,10-8-180    Snow and ice removal.,1/9/2014,8:48 AM,Transportation,1/1/1900,9,2014,41.9759486,-87.7856715
42**,N,MILWAUKEE,10-8-180    Snow and ice removal.,1/9/2014,2:10 AM,Transportation,1/1/1900,9,2014,41.957301,-87.7518876
64**,W,FULLERTON,10-8-180    Snow and ice removal.,1/9/2014,11:40 AM,Transportation,1/1/1900,9,2014,41.9240366,-87.7857734
42**,N,CENTRAL,10-8-180    Snow and ice removal.,1/9/2014,7:52 AM,Transportation,1/1/1900,9,2014,41.9570685,-87.7675045
52**,N,NAGLE,10-8-180    Snow and ice removal.,1/9/2014,8:58 AM,Transportation,1/1/1900,9,2014,41.975867,-87.788214
32**,N,HARLEM,10-8-180    Snow and ice removal.,1/9/2014,11:15 AM,Transportation,1/1/1900,9,2014,41.938238,-87.8069821
31**,N,HARLEM,10-8-180    Snow and ice removal.,1/9/2014,10:55 AM,Transportation,1/1/1900,9,2014,41.9364187,-87.8066755
68**,W,BELMONT,10-8-180    Snow and ice removal.,1/9/2014,10:14 AM,Transportation,1/1/1900,9,2014,41.9384905,-87.7961297
52**,N,MILWAUKEE,10-8-180    Snow and ice removal.,1/9/2014,8:11 AM,Transportation,1/1/1900,9,2014,41.9746439,-87.7668047
56**,W,LAWRENCE,10-8-180    Snow and ice removal.,1/9/2014,7:32 AM,Transportation,1/1/1900,9,2014,41.9678018,-87.7675117
33**,N,KEDZIE,10-8-180    Snow and ice removal.,1/9/2014,10:40 AM,Transportation,1/1/1900,9,2014,41.9418423,-87.7076837
12**,W,WASHINGTON,10-8-180    Snow and ice removal.,1/9/2014,11:20 AM,Transportation,1/1/1900,9,2014,41.8829646,-87.6566828
2**,W,HUBBARD,10-8-180    Snow and ice removal.,1/9/2014,1:10 AM,Transportation,1/1/1900,9,2014,41.8901345,-87.6344344
4**,N,FRANKLIN,10-8-180    Snow and ice removal.,1/9/2014,1:15 AM,Transportation,1/1/1900,9,2014,41.8891573,-87.6355238
5**,W,KINZIE,10-8-180    Snow and ice removal.,1/9/2014,1:20 AM,Transportation,1/1/1900,9,2014,41.8890919,-87.6404211
28**,W,DIVERSEY,10-8-180    Snow and ice removal.,1/9/2014,2:20 AM,Transportation,1/1/1900,9,2014,41.9322314,-87.6979885
28**,N,SOUTHPORT,10-8-180    Snow and ice removal.,1/9/2014,2:10 AM,Transportation,1/1/1900,9,2014,41.9324901,-87.6635415
14**,W,WEBSTER,10-8-180    Snow and ice removal.,1/9/2014,2:00 AM,Transportation,1/1/1900,9,2014,41.92176,-87.6635529
1**,W,HUBBARD,10-8-180    Snow and ice removal.,1/9/2014,1:00 AM,Transportation,1/1/1900,9,2014,41.8900213,-87.6310793
107**,S,WESTERN,10-8-180    Snow and ice removal.,1/10/2014,11:00 AM,Streets and Sanitation,1/1/1900,10,2014,41.6989626,-87.6817108
60**,W,HIGGINS,10-8-180    Snow and ice removal.,1/10/2014,12:00 PM,Streets and Sanitation,1/1/1900,10,2014,41.9736945,-87.7785124
56**,W,LAWRENCE,10-8-180    Snow and ice removal.,1/10/2014,12:00 PM,Streets and Sanitation,1/1/1900,10,2014,41.9678018,-87.7675117
35**,N,MILWAUKEE,10-8-180    Snow and ice removal.,1/10/2014,12:00 PM,Streets and Sanitation,1/1/1900,10,2014,41.944048,-87.732469
35**,N,MILWAUKEE,10-8-180    Snow and ice removal.,1/10/2014,12:00 PM,Streets and Sanitation,1/1/1900,10,2014,41.944048,-87.732469
75**,N,WESTERN,10-8-180    Snow and ice removal.,1/10/2014,12:00 PM,Streets and Sanitation,1/1/1900,10,2014,42.0177209,-87.6902354
20**,N,ALBANY,10-8-180    Snow and ice removal.,1/10/2014,12:00 PM,Streets and Sanitation,1/1/1900,10,2014,41.9174046,-87.7052479
59**,N,SHERIDAN,10-8-180    Snow and ice removal.,1/10/2014,12:00 PM,Streets and Sanitation,1/1/1900,10,2014,41.989241,-87.6557739
34**,N,MILWAUKEE,10-8-180    Snow and ice removal.,1/10/2014,2:41 AM,Transportation,1/1/1900,10,2014,41.9431446,-87.7304656
34**,N,MILWAUKEE,10-8-180    Snow and ice removal.,1/10/2014,2:53 AM,Transportation,1/1/1900,10,2014,41.9431446,-87.7304656
34**,N,MILWAUKEE,10-8-180    Snow and ice removal.,1/10/2014,3:05 AM,Transportation,1/1/1900,10,2014,41.9431446,-87.7304656
34**,N,MILWAUKEE,10-8-180    Snow and ice removal.,1/10/2014,2:29 AM,Transportation,1/1/1900,10,2014,41.9431446,-87.7304656
33**,N,MILWAUKEE,10-8-180    Snow and ice removal.,1/10/2014,11:38 AM,Transportation,1/1/1900,10,2014,41.9411874,-87.7272522
15**,N,WASHTENAW,10-8-180    Snow and ice removal.,1/10/2014,10:03 AM,Transportation,1/1/1900,10,2014,41.90854,-87.694838
30**,W,NORTH,10-8-180    Snow and ice removal.,1/10/2014,10:39 AM,Transportation,1/1/1900,10,2014,41.9104498,-87.7024351
25**,W,NORTH,10-8-180    Snow and ice removal.,1/10/2014,9:05 AM,Transportation,1/1/1900,10,2014,41.9106737,-87.6899171
39**,S,ARCHER,10-8-180    Snow and ice removal.,1/10/2014,11:50 AM,Transportation,1/1/1900,10,2014,41.82287,-87.689911
28**,E,83RD,10-8-180    Snow and ice removal.,1/10/2014,10:50 AM,Transportation,1/1/1900,10,2014,41.7447972,-87.5562448
59**,W,NORTH,10-8-180    Snow and ice removal.,1/10/2014,8:15 AM,Transportation,1/1/1900,10,2014,41.9095839,-87.7729366
63**,W,NORTH,10-8-180    Snow and ice removal.,1/10/2014,8:00 AM,Transportation,1/1/1900,10,2014,41.909529,-87.783948
57**,W,NORTH,10-8-180    Snow and ice removal.,1/10/2014,8:10 AM,Transportation,1/1/1900,10,2014,41.9095608,-87.7681649
60**,W,NORTH,10-8-180    Snow and ice removal.,1/10/2014,7:55 AM,Transportation,1/1/1900,10,2014,41.9094851,-87.7755317
**,S,ARCHER,10-8-180    Snow and ice removal.,1/10/2014,11:05 AM,Transportation,1/1/1900,10,2014,41.815437,-87.7020764
**,S,ARCHER,10-8-180    Snow and ice removal.,1/10/2014,11:35 AM,Transportation,1/1/1900,10,2014,41.815437,-87.7020764
66**,S,STONY ISLAND,10-8-180    Snow and ice removal.,1/10/2014,11:08 AM,Transportation,1/1/1900,10,2014,41.7751579,-87.586328
78**,S,CICERO,10-8-180    Snow and ice removal.,1/10/2014,8:13 AM,Transportation,1/1/1900,10,2014,41.750832,-87.7417849
72**,S,WESTERN,10-8-180    Snow and ice removal.,1/10/2014,10:34 AM,Transportation,1/1/1900,10,2014,41.7625636,-87.6836965
71**,S,WESTERN,10-8-180    Snow and ice removal.,1/10/2014,11:07 AM,Transportation,1/1/1900,10,2014,41.7645656,-87.6837582
71**,S,WESTERN,10-8-180    Snow and ice removal.,1/10/2014,10:45 AM,Transportation,1/1/1900,10,2014,41.7645656,-87.6837582
72**,S,WESTERN,10-8-180    Snow and ice removal.,1/10/2014,10:34 AM,Transportation,1/1/1900,10,2014,41.7625636,-87.6836965
72**,S,WESTERN,10-8-180    Snow and ice removal.,1/10/2014,10:40 AM,Transportation,1/1/1900,10,2014,41.7625636,-87.6836965
68**,N,WESTERN,10-8-180    Snow and ice removal.,1/10/2014,2:10 AM,Transportation,1/1/1900,10,2014,42.0052917,-87.6904609
60**,N,WESTERN,10-8-180    Snow and ice removal.,1/10/2014,10:00 AM,Transportation,1/1/1900,10,2014,41.9907154,-87.6900547
69**,N,WESTERN,10-8-180    Snow and ice removal.,1/10/2014,2:35 AM,Transportation,1/1/1900,10,2014,42.0071386,-87.6904618
27**,W,PRATT,10-8-180    Snow and ice removal.,1/10/2014,11:10 AM,Transportation,1/1/1900,10,2014,42.0051415,-87.69771
67**,N,WESTERN,10-8-180    Snow and ice removal.,1/10/2014,12:25 PM,Transportation,1/1/1900,10,2014,42.0036854,-87.6905434
23**,S,WESTERN,10-8-180    Snow and ice removal.,1/10/2014,10:25 AM,Transportation,1/1/1900,10,2014,41.849989,-87.686416
86**,S,COTTAGE GROVE,10-8-180    Snow and ice removal.,1/10/2014,12:56 PM,Transportation,1/1/1900,10,2014,41.7384519,-87.6049445
71**,S,JEFFERY,10-8-180    Snow and ice removal.,1/10/2014,10:39 AM,Transportation,1/1/1900,10,2014,41.7658781,-87.5768129
24**,W,NORTH SHORE,10-8-180    Snow and ice removal.,1/10/2014,8:00 AM,Transportation,1/1/1900,10,2014,41.9106774,-87.6875416
56**,N,WESTERN,10-8-180    Snow and ice removal.,1/10/2014,10:30 AM,Transportation,1/1/1900,10,2014,41.9833867,-87.6898106
75**,N,WESTERN,10-8-180    Snow and ice removal.,1/10/2014,9:10 AM,Transportation,1/1/1900,10,2014,42.0177209,-87.6902354
6**,W,NORTH,10-8-180    Snow and ice removal.,1/10/2014,1:25 AM,Transportation,1/1/1900,10,2014,41.9110641,-87.6434605
26**,W,ROOSEVELT,10-8-180    Snow and ice removal.,1/10/2014,10:55 AM,Transportation,1/1/1900,10,2014,41.86658,-87.6901651
10**,W,WILSON,10-8-180    Snow and ice removal.,1/10/2014,11:30 AM,Transportation,1/1/1900,10,2014,41.9654295,-87.6547885
47**,W,DIVERSEY,10-8-180    Snow and ice removal.,1/10/2014,8:30 AM,Transportation,1/1/1900,10,2014,41.931825,-87.74448
22**,N,CICERO,10-8-180    Snow and ice removal.,1/10/2014,10:15 AM,Transportation,1/1/1900,10,2014,41.920832,-87.746582
45**,W,DIVERSEY,10-8-180    Snow and ice removal.,1/10/2014,10:45 AM,Transportation,1/1/1900,10,2014,41.9316285,-87.7392493
20**,N,CICERO,10-8-180    Snow and ice removal.,1/10/2014,9:15 AM,Transportation,1/1/1900,10,2014,41.9169352,-87.7461694
37**,W,LAWRENCE,10-8-180    Snow and ice removal.,1/10/2014,10:00 AM,Transportation,1/1/1900,10,2014,41.9685139,-87.7208336
30**,W,IRVING PARK,10-8-180    Snow and ice removal.,1/10/2014,1:00 AM,Transportation,1/1/1900,10,2014,41.9541788,-87.7033863
31**,W,ADDISON,10-8-180    Snow and ice removal.,1/10/2014,12:30 PM,Transportation,1/1/1900,10,2014,41.946885,-87.7056445
37**,N,SOUTHPORT,10-8-180    Snow and ice removal.,1/10/2014,2:20 AM,Transportation,1/1/1900,10,2014,41.9490046,-87.6643363
38**,N,SOUTHPORT,10-8-180    Snow and ice removal.,1/10/2014,2:00 AM,Transportation,1/1/1900,10,2014,41.9509854,-87.6641284
28**,W,IRVING PARK,10-8-180    Snow and ice removal.,1/10/2014,9:00 AM,Transportation,1/1/1900,10,2014,41.9543246,-87.6986796
28**,W,IRVING PARK,10-8-180    Snow and ice removal.,1/10/2014,8:30 AM,Transportation,1/1/1900,10,2014,41.9543246,-87.6986796
29**,N,CALIFORNIA,10-8-180    Snow and ice removal.,1/10/2014,3:00 AM,Transportation,1/1/1900,10,2014,41.9340542,-87.6982703
30**,N,CALIFORNIA,10-8-180    Snow and ice removal.,1/10/2014,2:30 AM,Transportation,1/1/1900,10,2014,41.936039,-87.697667
32**,W,BRYN MAWR,10-8-180    Snow and ice removal.,1/10/2014,3:50 AM,Transportation,1/1/1900,10,2014,41.9830581,-87.7088695
50**,N,WESTERN,10-8-180    Snow and ice removal.,1/10/2014,2:20 AM,Transportation,1/1/1900,10,2014,41.9724137,-87.6890721
63**,W,MONTROSE,10-8-180    Snow and ice removal.,1/10/2014,2:05 AM,Transportation,1/1/1900,10,2014,41.9605153,-87.7846771
49**,N,ELSTON,10-8-180    Snow and ice removal.,1/10/2014,8:00 AM,Transportation,1/1/1900,10,2014,41.969491,-87.742931
31**,W,LAWRENCE,10-8-180    Snow and ice removal.,1/10/2014,11:20 AM,Transportation,1/1/1900,10,2014,41.9687347,-87.706205
49**,N,ELSTON,10-8-180    Snow and ice removal.,1/10/2014,8:20 AM,Transportation,1/1/1900,10,2014,41.969491,-87.742931
28**,W,LAWRENCE,10-8-180    Snow and ice removal.,1/10/2014,3:00 AM,Transportation,1/1/1900,10,2014,41.96877,-87.6990229
13**,W,WILSON,10-8-180    Snow and ice removal.,1/10/2014,10:45 AM,Transportation,1/1/1900,10,2014,41.9653214,-87.6624272
71**,N,HARLEM,10-8-180    Snow and ice removal.,1/10/2014,12:28 PM,Transportation,1/1/1900,10,2014,42.0098764,-87.8072766
50**,N,ELSTON,10-8-180    Snow and ice removal.,1/10/2014,9:30 AM,Transportation,1/1/1900,10,2014,41.9714663,-87.7466732
63**,N,CENTRAL,10-8-180    Snow and ice removal.,1/10/2014,11:33 AM,Transportation,1/1/1900,10,2014,41.9956501,-87.7192941
67**,N,NORTHWEST,10-8-180    Snow and ice removal.,1/10/2014,12:08 PM,Transportation,1/1/1900,10,2014,42.0027026,-87.816487
63**,N,CENTRAL,10-8-180    Snow and ice removal.,1/10/2014,11:10 AM,Transportation,1/1/1900,10,2014,41.9956501,-87.7192941
6**,N,LA SALLE,10-8-180    Snow and ice removal.,1/10/2014,11:05 AM,Transportation,1/1/1900,10,2014,41.8926035,-87.6330943
6**,N,WELLS,10-8-180    Snow and ice removal.,1/10/2014,11:00 AM,Transportation,1/1/1900,10,2014,41.8925629,-87.6343266
26**,N,CLYBOURN,10-8-180    Snow and ice removal.,1/10/2014,1:00 AM,Transportation,1/1/1900,10,2014,41.9286008,-87.6748107
7**,N,MILWAUKEE,10-8-180    Snow and ice removal.,1/10/2014,11:55 AM,Transportation,1/1/1900,10,2014,41.8949067,-87.6538063
5**,N,ORLEANS,10-8-180    Snow and ice removal.,1/10/2014,11:10 AM,Transportation,1/1/1900,10,2014,41.8909695,-87.638164
